,wind_direction,wind_speed,turbulence_intensity,yaw_angles_opt,farm_power_opt,farm_power_baseline
0,0.0,7.815798924408521,0.06,"[  0.      0.      0.      0.      0.    -22.5     0.      0.     24.375
   0.      0.     18.75    0.      0.      0.      0.   ]",21775778.989387266,21261821.90037413
1,5.0,7.815798924408521,0.06,"[  0.     0.     0.     0.     0.     7.5    0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",23473645.83971273,22643009.410805933
2,10.0,7.815798924408521,0.06,"[  0.      0.      0.    -15.      0.      0.      0.      0.      0.
   0.    -11.25   -7.5    28.125  15.      0.      0.   ]",23414301.51797732,22509839.90725705
3,15.0,7.815798924408521,0.06,"[  0.      0.      0.     11.25  -15.     24.375   0.      0.      0.
   0.    -24.375 -15.      0.    -11.25    0.      0.   ]",22659760.9340675,21756255.624766037
4,20.0,7.815798924408521,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -24.375 -24.375  15.      0.      0.   ]",21346598.355890572,19566328.619997136
5,25.0,7.815798924408521,0.06,"[  0.    0.    0.    7.5 -30.  -22.5   0.    0.    0.    0.  -30.  -22.5
 -30.    0.  -22.5   0. ]",18809308.539004993,17222485.58049285
6,30.0,7.815798924408521,0.06,"[  0.      0.      0.    -15.     30.    -24.375   0.      0.      0.
   0.     30.     22.5    30.    -18.75  -30.      0.   ]",18227238.214139856,16517824.411814824
7,35.0,7.815798924408521,0.06,"[  0.      0.      0.    -22.5    30.    -30.      0.      0.      0.
   0.     18.75   30.     15.    -30.     24.375   0.   ]",19566488.80483382,16525768.68171665
8,40.0,7.815798924408521,0.06,"[  0.     0.     0.    22.5   18.75  15.     0.     0.     0.     0.
   7.5   18.75  11.25 -30.     0.     0.  ]",19398902.16699717,18496690.85295152
9,45.0,7.815798924408521,0.06,"[  0.      0.      0.     28.125   0.      0.      0.      0.      0.
   0.      0.      7.5   -30.     11.25    0.      0.   ]",20186595.41146759,19804497.49465517
10,50.0,7.815798924408521,0.06,"[  0.     0.   -11.25   0.     0.    30.     0.     0.     0.     0.
   0.     0.   -30.     0.     0.    -7.5 ]",20622023.63747845,20274061.01827953
11,55.0,7.815798924408521,0.06,"[  0.      0.    -30.      7.5     0.     24.375   0.      0.      0.
   0.      0.      0.    -22.5    30.      0.     22.5  ]",20614891.336998694,19270459.88443183
12,60.0,7.815798924408521,0.06,"[  0.     0.    30.   -15.     0.   -11.25  -7.5    0.     0.     0.
   0.     0.   -30.    30.     0.     0.  ]",21219384.36535801,20097852.27645875
13,65.0,7.815798924408521,0.06,"[  0.      0.     22.5    11.25    0.     11.25   24.375   0.      0.
   0.      0.    -15.     30.     18.75    0.      0.   ]",21088114.77903805,20146622.35172937
14,70.0,7.815798924408521,0.06,"[  0.      0.      0.    -18.75    0.      0.      0.      0.      0.
   0.      0.     24.375  30.      7.5     0.     -7.5  ]",21869828.572215445,21060652.452324964
15,75.0,7.815798924408521,0.06,"[-22.5     0.    -15.     18.75    0.    -24.375   0.      0.      0.
   0.      0.     15.     28.125   0.      0.    -24.375]",22010027.71563968,20160420.97806135
16,80.0,7.815798924408521,0.06,"[  7.5   -11.25  -30.      0.      0.     28.125   0.      0.      0.
   0.     -7.5     0.     11.25    0.      0.     30.   ]",21965290.221218824,20704265.85983069
17,85.0,7.815798924408521,0.06,"[  0.     15.      0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     18.75 ]",22044803.49338836,21034764.418115824
18,90.0,7.815798924408521,0.06,"[  0.   0.  30.   0.   0. -15. -15. -15.   0.   0.  30.   0.   0.  30.
   0.   0.]",22117466.394942824,20599934.388917457
19,95.0,7.815798924408521,0.06,"[  0.     0.    18.75   0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",22375482.001427125,20860679.918022223
20,100.0,7.815798924408521,0.06,"[  0.    -11.25    0.      0.      0.     24.375  18.75    0.      0.
   0.      0.      0.      0.      0.      0.      0.   ]",23295771.757709898,22442064.939444065
21,105.0,7.815798924408521,0.06,"[-18.75  -22.5   -24.375   0.      0.      0.      0.     -7.5     0.
   0.      0.      0.    -30.      0.      0.    -24.375]",22329946.153056238,20692257.75382296
22,110.0,7.815798924408521,0.06,"[ 18.75 -30.    18.75   0.    -7.5    0.     0.   -18.75   0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",20648159.170741186,18440662.17094582
23,115.0,7.815798924408521,0.06,"[  0.   -30.     0.     0.   -18.75   0.     0.   -30.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",19632458.686626233,17742806.697274916
24,120.0,7.815798924408521,0.06,"[-30.    -18.75    0.      0.     30.      0.    -18.75  -15.      0.
   0.      0.      0.      0.     28.125   0.      7.5  ]",19801514.633651175,18849465.6169277
25,125.0,7.815798924408521,0.06,"[-15.     30.      0.      0.     18.75    0.     30.     28.125   0.
   0.      0.      0.      0.     11.25    0.      0.   ]",20802720.889184434,19490655.475880444
26,130.0,7.815798924408521,0.06,"[15.   30.   -7.5   0.    7.5   0.    0.   11.25  0.    0.    0.    0.
 -7.5   0.    0.    0.  ]",21283576.208173513,20741540.93362744
27,135.0,7.815798924408521,0.06,"[ -7.5    15.    -15.      0.      0.      0.    -18.75    0.      0.
   0.      0.      0.    -24.375   0.      0.    -11.25 ]",21138362.32502138,20225163.401289813
28,140.0,7.815798924408521,0.06,"[-22.5    30.    -24.375   0.      0.      0.    -30.      7.5     0.
   0.      0.      0.    -30.      0.      0.    -22.5  ]",20033794.09483576,18595257.96715268
29,145.0,7.815798924408521,0.06,"[-11.25   0.   -30.     0.     0.     0.   -15.   -18.75   0.     0.
   0.     0.    18.75   0.   -22.5  -30.  ]",19020470.92701441,17471643.498645674
30,150.0,7.815798924408521,0.06,"[ 22.5 -15.   30.    0.    0.    0.   30.   15.    0.    0.    0.    0.
   0.    0.   30.   30. ]",18195530.082907986,17133863.94102361
31,155.0,7.815798924408521,0.06,"[ 15.   -11.25  30.     0.     0.     0.    30.   -15.     0.     0.
   0.     0.     0.     0.    15.    30.  ]",19805079.835284468,18564966.262845136
32,160.0,7.815798924408521,0.06,"[30.    28.125 18.75   0.     0.     0.    30.    15.     0.     0.
  0.     0.     0.     0.     0.    30.   ]",20748232.31852337,18776779.967722956
33,165.0,7.815798924408521,0.06,"[ 15.    0.    0.    0.    0.    0.   22.5 -15.    0.    0.    0.    0.
   0.    0.    0.   30. ]",22327484.20321697,21386346.59541044
34,170.0,7.815798924408521,0.06,"[-15.    -24.375 -18.75    0.      0.      0.     11.25   11.25    0.
   0.      0.      0.      0.      0.      0.     22.5  ]",22727383.326116726,21810776.676228255
35,175.0,7.815798924408521,0.06,"[-30.     0.    18.75   0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.     0.  ]",22469452.25743099,22053218.372207597
36,180.0,7.815798924408521,0.06,"[ 15.     22.5    18.75    0.      0.      0.    -15.      0.      0.
  24.375   0.      0.      0.      0.      0.     15.   ]",22217781.861494415,21723231.98013393
37,185.0,7.815798924408521,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",23540770.20015622,22673191.348922014
38,190.0,7.815798924408521,0.06,"[  7.5 -15.    0.    0.   -7.5   0.   30.    0.    0.    0.   -7.5   0.
   0.    0.    0.    0. ]",22993651.21956329,22278789.630738072
39,195.0,7.815798924408521,0.06,"[ 24.375  11.25    0.      0.    -22.5     0.    -15.      0.      0.
   0.    -18.75    0.      0.      0.    -11.25    0.   ]",22453498.880725738,21473472.55157631
40,200.0,7.815798924408521,0.06,"[-11.25    0.      0.      0.    -30.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -22.5   -24.375]",20851282.758219644,18949021.72305843
41,205.0,7.815798924408521,0.06,"[  7.5    0.     0.     0.    30.     0.    18.75   0.     0.   -15.
 -30.     0.   -15.     0.   -30.   -30.  ]",18758723.28767521,17307789.862729292
42,210.0,7.815798924408521,0.06,"[  0.      0.      0.      0.     30.      0.     15.      0.      0.
 -30.     30.      0.    -30.    -28.125  22.5   -22.5  ]",17817145.26989519,15955626.930183258
43,215.0,7.815798924408521,0.06,"[  0.      0.      0.      0.     22.5   -28.125   0.      0.      0.
  22.5    30.      0.    -11.25  -30.     30.     30.   ]",19353960.185231946,16524180.782735277
44,220.0,7.815798924408521,0.06,"[  0.     0.     0.     0.     7.5    0.     0.     0.     0.     0.
  18.75   0.   -15.     0.    18.75  15.  ]",20186297.02938187,19361722.83017321
45,225.0,7.815798924408521,0.06,"[  0.     0.   -11.25   0.     0.    30.     0.     0.     0.   -22.5
   7.5    0.     0.    18.75   7.5    0.  ]",20446961.62269468,20125099.523208886
46,230.0,7.815798924408521,0.06,"[  0.    0.    7.5   0.    0.    7.5   0.    0.    0.   -7.5   0.    0.
  30.   30.  -15.    0. ]",21054986.494919352,20466706.695741974
47,235.0,7.815798924408521,0.06,"[  0.      0.    -30.      0.     11.25    0.      0.      0.      0.
  22.5     0.      0.     30.     22.5   -28.125   0.   ]",20725620.42838104,19017402.30042865
48,240.0,7.815798924408521,0.06,"[  0.     0.   -30.     0.   -11.25   0.     0.     0.     0.     0.
 -15.     0.    18.75  18.75  30.     0.  ]",20935602.947064377,19893985.74341677
49,245.0,7.815798924408521,0.06,"[  0.     0.    22.5    0.    18.75   0.     0.     0.   -15.    22.5
  15.     0.    15.    11.25  11.25   0.  ]",20997534.623005506,20084195.714670453
50,250.0,7.815798924408521,0.06,"[  0.     0.    11.25   0.    22.5    0.     0.     0.    30.     0.
   0.   -18.75  18.75   0.    -7.5    0.  ]",21264813.569733858,20673126.225214392
51,255.0,7.815798924408521,0.06,"[  0.      0.      7.5     0.    -30.      0.      0.      0.     11.25
 -22.5   -18.75   15.      0.      0.    -24.375   0.   ]",21312994.20452256,19711174.289521813
52,260.0,7.815798924408521,0.06,"[  0.     0.    18.75   0.    18.75   0.     0.     0.   -15.     0.
   0.     0.     0.     0.    30.     0.  ]",21104500.003883265,20271237.01182659
53,265.0,7.815798924408521,0.06,"[  0.     0.    15.     0.    15.     0.     0.     0.   -30.    11.25
 -22.5    0.     0.     0.    15.     0.  ]",21336885.90446332,20386078.93726045
54,270.0,7.815798924408521,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    18.75   0.
  30.   -15.     0.     0.   -11.25   0.  ]",21647909.631304108,20574238.27763188
55,275.0,7.815798924408521,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.    22.5    0.
  18.75 -30.     0.     0.   -30.     0.  ]",22118327.795977958,20750513.296449054
56,280.0,7.815798924408521,0.06,"[-11.25    0.      0.      0.      0.      0.      0.      0.      0.
   0.     -7.5    24.375   0.      0.     15.      0.   ]",23209920.142643247,22425831.123043995
57,285.0,7.815798924408521,0.06,"[-24.375 -11.25    0.      0.    -24.375   0.      0.      0.    -24.375
   0.    -30.      0.      0.      0.    -15.      0.   ]",22102647.89494443,20217339.431607798
58,290.0,7.815798924408521,0.06,"[-30.   -18.75   0.     0.   -30.     0.     0.     0.    11.25   0.
  30.   -18.75   0.     0.    30.     0.  ]",20191310.96389991,18193075.586640175
59,295.0,7.815798924408521,0.06,"[-22.5   -30.      0.      0.     24.375   0.      0.      0.    -28.125
   0.     18.75  -30.      0.      0.      0.      0.   ]",19748803.053622555,18003617.692432784
60,300.0,7.815798924408521,0.06,"[28.125 30.     0.     0.    30.     0.     0.     0.    30.     0.
  0.    28.125  0.     0.     0.     0.   ]",19676477.13912752,18322039.8779485
61,305.0,7.815798924408521,0.06,"[ 22.5    28.125   0.      0.     30.      0.    -18.75    0.     22.5
   0.      0.     11.25    0.      0.      0.      0.   ]",21606486.553525656,20210183.974294808
62,310.0,7.815798924408521,0.06,"[  7.5   11.25  -7.5    0.    18.75   0.   -30.     0.     0.     0.
   0.    -7.5    0.     0.     0.   -15.  ]",22148290.582202967,21721713.156255033
63,315.0,7.815798924408521,0.06,"[  0.      0.    -15.      0.      0.      0.    -30.      0.      0.
   0.    -18.75  -24.375   0.      0.      0.    -24.375]",21463700.965510786,20030822.840381138
64,320.0,7.815798924408521,0.06,"[  0.      0.    -30.      0.      0.      0.    -30.      0.      0.
   0.    -24.375 -30.      0.      0.      0.    -30.   ]",19396945.577205665,17530905.790152743
65,325.0,7.815798924408521,0.06,"[  0.      0.    -30.      0.      0.      0.      0.      0.    -22.5
   0.      0.     28.125 -11.25    0.      0.      0.   ]",17984518.597212378,16751288.034240497
66,330.0,7.815798924408521,0.06,"[  0.      0.    -28.125   0.      0.      0.     30.      0.     30.
   0.     28.125   0.     11.25    0.      0.     15.   ]",18106173.507602647,17112848.4270987
67,335.0,7.815798924408521,0.06,"[  0.      0.     15.      0.      0.      0.     30.      0.     15.
   0.     24.375  15.    -15.    -15.      0.     30.   ]",20163060.352469504,18708853.62529005
68,340.0,7.815798924408521,0.06,"[  0.      0.     24.375   0.      0.      0.     28.125   0.      0.
   0.      7.5   -15.     28.125  18.75    0.     30.   ]",21324001.175315976,19599945.39697229
69,345.0,7.815798924408521,0.06,"[  0.     0.    22.5    0.     0.   -18.75  18.75   0.     0.     0.
   0.   -18.75   0.     0.     0.    11.25]",22113682.193532143,21415751.309445575
70,350.0,7.815798924408521,0.06,"[  0.      0.      0.      0.      0.     11.25   11.25    0.      0.
   0.      0.    -30.    -15.    -24.375   0.     11.25 ]",22210527.098788857,21185292.165643245
71,355.0,7.815798924408521,0.06,"[  0.     0.    15.     0.     0.     0.     0.     0.   -11.25   0.
   0.    30.   -30.    11.25   0.     0.  ]",22760147.551058702,21644904.76603903
0,0.0,8.217290219346543,0.06,"[  0.      0.      0.      0.      0.    -22.5     0.      0.     24.375
   0.      0.     18.75    0.      0.      0.      0.   ]",25342263.210666917,24758467.816894513
1,5.0,8.217290219346543,0.06,"[  0.     0.     0.     0.     0.     7.5    0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",27267044.769997142,26342924.53233888
2,10.0,8.217290219346543,0.06,"[  0.      0.      0.    -15.      0.      0.      0.      0.      0.
   0.    -11.25   -7.5    28.125  15.      0.      0.   ]",27208057.4684122,26200782.94887592
3,15.0,8.217290219346543,0.06,"[  0.      0.      0.     11.25  -11.25   22.5     0.      0.      0.
   0.    -24.375 -15.      0.    -11.25    0.      0.   ]",26340251.461053804,25340345.244171653
4,20.0,8.217290219346543,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -24.375 -24.375  15.      0.      0.   ]",24843450.13357971,22781955.19765842
5,25.0,8.217290219346543,0.06,"[  0.     0.     0.     7.5  -30.   -22.5    0.     0.     0.     0.
 -30.   -22.5  -30.     0.   -18.75   0.  ]",21904933.37141314,19955896.675450873
6,30.0,8.217290219346543,0.06,"[  0.      0.      0.    -15.     30.    -24.375   0.      0.      0.
   0.     30.     22.5    30.    -18.75  -30.      0.   ]",21226392.019832395,19272457.218803026
7,35.0,8.217290219346543,0.06,"[  0.      0.      0.    -22.5    30.    -30.      0.      0.      0.
   0.     22.5    28.125  15.    -30.     24.375   0.   ]",22782352.276027203,19268925.797651514
8,40.0,8.217290219346543,0.06,"[  0.     0.     0.    18.75  18.75  15.     0.     0.     0.     0.
   7.5   18.75  11.25 -30.     0.     0.  ]",22509611.133509416,21566989.514562335
9,45.0,8.217290219346543,0.06,"[ 0.     0.     0.    28.125  0.     0.     0.     0.     0.     0.
  0.     7.5    0.    11.25   0.     0.   ]",23488366.92954995,22995244.973024033
10,50.0,8.217290219346543,0.06,"[  0.     0.   -11.25   0.     0.    30.     0.     0.     0.     0.
   0.     0.   -22.5  -22.5    0.     0.  ]",23942161.854782235,23597914.920213357
11,55.0,8.217290219346543,0.06,"[  0.      0.    -30.      7.5     0.     24.375   0.      0.      0.
   0.      0.      0.    -18.75   30.      0.     22.5  ]",23996534.677792348,22439124.830340862
12,60.0,8.217290219346543,0.06,"[  0.      0.     28.125 -15.      0.    -11.25   -7.5     0.      0.
   0.      0.      0.    -30.     30.      0.      0.   ]",24685248.494866937,23405363.806743525
13,65.0,8.217290219346543,0.06,"[  0.      0.     22.5    11.25    0.     11.25   24.375   0.      0.
   0.      0.    -15.     30.     18.75    0.      0.   ]",24540608.348893743,23478938.65046697
14,70.0,8.217290219346543,0.06,"[  0.     0.     0.   -18.75   0.     0.     0.     0.     0.     0.
   0.    22.5   30.     7.5    0.    -7.5 ]",25430145.57854242,24533410.490624156
15,75.0,8.217290219346543,0.06,"[-22.5     0.    -15.     18.75    0.    -24.375   0.      0.      0.
   0.      0.     15.     28.125   0.      0.    -24.375]",25591529.660915807,23487754.1550268
16,80.0,8.217290219346543,0.06,"[  7.5   -11.25  -30.      0.      0.     28.125   0.      0.      0.
   0.      0.      0.     11.25    0.      0.     30.   ]",25496642.601084836,24114908.856781807
17,85.0,8.217290219346543,0.06,"[  0.     18.75    0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     15.   ]",25627636.040668312,24484857.629611783
18,90.0,8.217290219346543,0.06,"[  0.     0.    30.     0.     0.   -15.   -15.   -11.25   0.     0.
  30.     0.     0.    30.     0.     0.  ]",25690011.363528777,23986022.35213004
19,95.0,8.217290219346543,0.06,"[  0.     0.    18.75   0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",25999892.244815696,24290522.18294814
20,100.0,8.217290219346543,0.06,"[ 0.    -7.5    0.     0.     0.    24.375 18.75   0.     0.     0.
  0.     0.     0.     0.     0.     0.   ]",27082389.99788993,26112193.468149148
21,105.0,8.217290219346543,0.06,"[-15.    -22.5   -24.375   0.      0.      0.      0.     -7.5     0.
   0.      0.      0.    -30.      0.      0.    -24.375]",25945099.613937598,24104352.741823353
22,110.0,8.217290219346543,0.06,"[ 18.75 -30.    18.75   0.    -7.5    0.     0.   -18.75   0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",24004196.97134074,21509868.624072164
23,115.0,8.217290219346543,0.06,"[  0.   -30.     0.     0.   -18.75   0.     0.   -30.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",22840881.24345067,20679411.12026809
24,120.0,8.217290219346543,0.06,"[  0.    -15.      0.      0.     30.      0.    -18.75  -15.      0.
   0.      0.      0.      0.     28.125   0.      7.5  ]",23017181.51095961,21942398.583967574
25,125.0,8.217290219346543,0.06,"[-15.     30.      0.      0.     18.75    0.     30.     28.125   0.
   0.      0.      0.      0.     11.25    0.      0.   ]",24214496.125214957,22726019.58792994
26,130.0,8.217290219346543,0.06,"[18.75 30.   -7.5   0.    7.5   0.    0.   11.25  0.    0.    0.    0.
 -7.5   0.    0.    0.  ]",24771888.80798254,24181395.80127462
27,135.0,8.217290219346543,0.06,"[  0.     15.    -15.      0.      0.      0.    -18.75    0.      0.
   0.      0.      0.    -24.375   0.      0.    -11.25 ]",24610439.31539526,23598615.984387737
28,140.0,8.217290219346543,0.06,"[-24.375  30.    -28.125   0.      0.      0.    -30.      7.5     0.
   0.      0.      0.    -30.      0.      0.    -22.5  ]",23315964.86893343,21666314.472224668
29,145.0,8.217290219346543,0.06,"[-11.25   0.   -30.     0.     0.     0.   -30.   -18.75   0.     0.
   0.     0.    18.75   0.   -22.5  -30.  ]",22068397.16284197,20462593.453737523
30,150.0,8.217290219346543,0.06,"[ 22.5 -15.    0.    0.    0.    0.   30.   15.    0.    0.    0.    0.
   0.    0.   30.   30. ]",21170374.402768,19784407.63452692
31,155.0,8.217290219346543,0.06,"[ 30.   -11.25  30.     0.     0.     0.    30.   -15.     0.     0.
   0.     0.     0.     0.    15.    30.  ]",23062382.00740623,21622296.970570408
32,160.0,8.217290219346543,0.06,"[30.    28.125 18.75   0.     0.     0.    30.    15.     0.     0.
  0.     0.     0.     0.     0.    30.   ]",24132775.529781327,21941107.392073177
33,165.0,8.217290219346543,0.06,"[ 11.25   0.     0.     0.     0.     0.    22.5  -15.     0.     0.
   0.     0.     0.     0.     0.    30.  ]",25951794.585271522,24925919.062731124
34,170.0,8.217290219346543,0.06,"[-15.    -24.375 -18.75    0.      0.      0.     11.25   11.25    0.
   0.      0.      0.      0.      0.      0.     22.5  ]",26408031.57704782,25396956.794576682
35,175.0,8.217290219346543,0.06,"[-30.     0.    22.5    0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.    15.  ]",26125615.08493041,25658240.521074392
36,180.0,8.217290219346543,0.06,"[ 15.     22.5    18.75    0.      0.      0.    -15.      0.      0.
  24.375   0.      0.      0.      0.      0.     15.   ]",25830510.148616403,25275810.555266652
37,185.0,8.217290219346543,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",27346781.661667526,26378215.22978859
38,190.0,8.217290219346543,0.06,"[  0.   -15.     0.     0.    -7.5    0.    30.     0.     0.     0.
 -11.25   0.     0.     0.     0.     0.  ]",26729766.057380274,25932385.56013411
39,195.0,8.217290219346543,0.06,"[ 24.375   7.5     0.      0.    -22.5     0.    -18.75    0.      0.
   0.    -22.5     0.      0.      0.    -11.25    0.   ]",26105334.824310202,25025504.590507977
40,200.0,8.217290219346543,0.06,"[-11.25    0.      0.      0.    -30.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -22.5   -24.375]",24253824.78612576,22080355.20732093
41,205.0,8.217290219346543,0.06,"[  7.5    0.     0.     0.    30.     0.    18.75   0.     0.   -15.
 -30.     0.   -15.     0.   -30.   -30.  ]",21847909.80599563,20165563.287377015
42,210.0,8.217290219346543,0.06,"[  0.      0.      0.      0.     30.      0.     15.      0.      0.
 -30.     30.      0.    -30.    -28.125  22.5   -22.5  ]",20761723.198817916,18639248.124162048
43,215.0,8.217290219346543,0.06,"[  0.      0.      0.      0.     18.75  -28.125   0.      0.      0.
  22.5    30.      0.    -11.25  -30.     30.     30.   ]",22541226.85080197,19311813.16822075
44,220.0,8.217290219346543,0.06,"[  0.     0.     0.     0.     7.5   30.     0.     0.     0.     0.
  18.75   0.   -30.    22.5   18.75  15.  ]",23460527.359707944,22555506.22938385
45,225.0,8.217290219346543,0.06,"[  0.     0.   -11.25   0.     0.     0.     0.     0.     0.   -22.5
   7.5    0.     0.    18.75   7.5    0.  ]",23773616.257398397,23423255.24022046
46,230.0,8.217290219346543,0.06,"[  0.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.   0.  30.  30.
 -15.   0.]",24699253.147259437,23798249.20969928
47,235.0,8.217290219346543,0.06,"[  0.      0.    -30.      0.     11.25    0.      0.      0.      0.
  22.5     0.      0.     22.5    24.375 -28.125   0.   ]",24115264.422116637,21874202.16853226
48,240.0,8.217290219346543,0.06,"[  0.      0.    -30.      0.    -11.25    0.      0.      0.      0.
   0.    -15.      0.     18.75   18.75   28.125   0.   ]",24362198.215063408,23029323.93860841
49,245.0,8.217290219346543,0.06,"[  0.     0.    22.5    0.    22.5    0.     0.     0.   -15.    22.5
  15.     0.    15.    11.25  11.25   0.  ]",24427721.85161699,23408244.99366124
50,250.0,8.217290219346543,0.06,"[  0.     0.    15.     0.    22.5    0.     0.     0.    30.     0.
   0.   -18.75  15.     0.    -7.5    0.  ]",24733751.796465814,24086408.72218877
51,255.0,8.217290219346543,0.06,"[  0.      0.      7.5     0.    -30.      0.      0.      0.     11.25
 -22.5   -18.75   15.      0.      0.    -24.375   0.   ]",24791739.29075856,22966343.494950738
52,260.0,8.217290219346543,0.06,"[  0.     0.    18.75   0.    18.75   0.     0.     0.   -15.     0.
   0.     0.     0.     0.    30.     0.  ]",24538031.20945552,23611687.922680706
53,265.0,8.217290219346543,0.06,"[  0.     0.    15.     0.     0.     0.     0.     0.   -30.    11.25
 -22.5    0.     0.     0.    15.     0.  ]",24799301.195174806,23733424.83288667
54,270.0,8.217290219346543,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    18.75   0.
  30.   -15.     0.     0.   -11.25   0.  ]",25165034.203098916,23951214.976327345
55,275.0,8.217290219346543,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.    22.5    0.
  18.75 -30.     0.     0.   -30.     0.  ]",25703348.643526062,24164442.028729033
56,280.0,8.217290219346543,0.06,"[-11.25    0.      0.      0.      0.      0.      0.      0.      0.
   0.     -7.5    24.375   0.      0.     15.      0.   ]",26986964.244599096,26095836.598982856
57,285.0,8.217290219346543,0.06,"[-22.5   -11.25    0.      0.    -24.375   0.      0.      0.    -24.375
   0.    -30.      0.      0.      0.    -15.      0.   ]",25686091.130055454,23571425.109752264
58,290.0,8.217290219346543,0.06,"[-30.   -18.75   0.     0.   -30.     0.     0.     0.    11.25   0.
  30.   -18.75   0.     0.    30.     0.  ]",23475964.084341466,21228118.997312315
59,295.0,8.217290219346543,0.06,"[-22.5   -30.      0.      0.     28.125   0.      0.      0.    -28.125
   0.     18.75  -30.      0.      0.      0.      0.   ]",22978541.53164912,20978455.078165345
60,300.0,8.217290219346543,0.06,"[30.    30.     0.     0.    30.     0.     0.     0.    30.     0.
  0.    28.125  0.     0.     0.     0.   ]",22884811.743568495,21328473.359844733
61,305.0,8.217290219346543,0.06,"[ 22.5    28.125   0.      0.     30.      0.    -18.75    0.     22.5
   0.      0.     11.25    0.      0.      0.      0.   ]",25137499.02182871,23531375.044148672
62,310.0,8.217290219346543,0.06,"[  7.5    11.25   -7.5     0.     18.75    0.    -28.125   0.      0.
   0.      0.      0.      0.      0.      0.    -15.   ]",25713840.85507562,25288740.464451678
63,315.0,8.217290219346543,0.06,"[  0.      0.    -15.      0.      0.      0.    -30.      0.      0.
   0.    -18.75  -24.375   0.      0.      0.    -24.375]",24979119.344073124,23384570.950821318
64,320.0,8.217290219346543,0.06,"[  0.      0.    -28.125   0.      0.      0.    -30.      0.      0.
   0.    -28.125 -30.      0.      0.      0.    -30.   ]",22598384.23610092,20526377.21703377
65,325.0,8.217290219346543,0.06,"[  0.      0.      0.      0.      0.      0.    -30.      0.    -22.5
   0.      0.     28.125  -7.5     0.      0.      0.   ]",20949282.627067015,19535368.71174388
66,330.0,8.217290219346543,0.06,"[  0.     0.   -30.     0.     0.     0.     0.     0.    30.     0.
  30.     0.    11.25   0.     0.     0.  ]",20941455.46127459,19919357.188177127
67,335.0,8.217290219346543,0.06,"[  0.    0.   15.    0.    0.    0.   30.    0.   15.    0.   22.5  15.
 -15.  -15.    0.   30. ]",23451716.209917806,21455241.376655944
68,340.0,8.217290219346543,0.06,"[  0.      0.     28.125   0.      0.      0.     24.375   0.      0.
   0.      7.5   -15.     28.125  18.75    0.     30.   ]",24804447.081017975,22847442.294689078
69,345.0,8.217290219346543,0.06,"[  0.     0.    22.5    0.     0.   -18.75  18.75   0.     0.     0.
   0.   -18.75   0.     0.     0.    11.25]",25727956.83845515,24966253.826433152
70,350.0,8.217290219346543,0.06,"[  0.      0.      0.      0.      0.     11.25   11.25    0.      0.
   0.      0.    -30.    -15.    -24.375   0.     11.25 ]",25827371.475525595,24677687.650128376
71,355.0,8.217290219346543,0.06,"[  0.     0.    15.     0.     0.     0.     0.     0.   -11.25   0.
   0.    30.   -30.    11.25   0.     0.  ]",26437355.732356377,25208239.73941238
0,0.0,8.263276378937068,0.06,"[  0.      0.      0.      0.      0.    -22.5     0.      0.     24.375
   0.      0.     18.75    0.      0.      0.      0.   ]",25766946.472648777,25178537.593634177
1,5.0,8.263276378937068,0.06,"[  0.     0.     0.     0.     0.     7.5    0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",27734364.43245779,26789264.50761339
2,10.0,8.263276378937068,0.06,"[  0.      0.      0.    -15.      0.      0.      0.      0.      0.
   0.    -11.25   -7.5    28.125  15.      0.      0.   ]",27671099.0215324,26643246.27979581
