,wind_direction,wind_speed,turbulence_intensity,yaw_angles_opt,farm_power_opt,farm_power_baseline
70,350.0,7.449621501597424,0.06,"[  0.      0.      0.      0.      0.     11.25   11.25    0.      0.
   0.      0.    -30.    -15.    -24.375   0.     11.25 ]",19189842.2025546,18251127.599469937
71,355.0,7.449621501597424,0.06,"[  0.     0.    15.     0.     0.     0.     0.     0.   -11.25   0.
   0.    30.   -30.    11.25   0.     0.  ]",19674800.53609039,18687845.765730206
0,0.0,8.344287717890632,0.06,"[  0.      0.      0.      0.      0.    -22.5     0.      0.     24.375
   0.      0.     18.75    0.      0.      0.      0.   ]",26521274.676287528,25921448.135791507
1,5.0,8.344287717890632,0.06,"[  0.     0.     0.     0.     0.     7.5    0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",28557620.336805046,27576713.109130047
2,10.0,8.344287717890632,0.06,"[  0.      0.      0.    -15.      0.      0.      0.      0.      0.
   0.    -11.25   -7.5    28.125  15.      0.      0.   ]",28492747.32992904,27426393.979845364
3,15.0,8.344287717890632,0.06,"[  0.      0.      0.     11.25  -15.     24.375   0.      0.      0.
   0.    -24.375 -15.      0.    -11.25    0.      0.   ]",27585905.201288205,26536053.262225717
4,20.0,8.344287717890632,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -24.375 -24.375  15.      0.      0.   ]",26005708.50570685,23874621.495784834
5,25.0,8.344287717890632,0.06,"[  0.    0.    0.    7.5 -30.  -22.5   0.    0.    0.    0.  -30.  -22.5
 -30.    0.  -22.5   0. ]",22934454.40011794,20944359.050075836
6,30.0,8.344287717890632,0.06,"[  0.      0.      0.    -15.     30.    -24.375   0.      0.      0.
   0.     30.     22.5    30.    -18.75  -30.      0.   ]",22234410.419966225,20191435.353721283
7,35.0,8.344287717890632,0.06,"[  0.      0.      0.    -22.5    30.    -30.      0.      0.      0.
   0.     18.75   30.     15.    -30.     24.375   0.   ]",23851929.23747787,20181895.69501607
8,40.0,8.344287717890632,0.06,"[ 0.    0.    0.   15.   18.75 15.    0.    0.    0.    0.    7.5  18.75
 11.25  0.    0.    0.  ]",23532984.991600484,22589222.26929494
9,45.0,8.344287717890632,0.06,"[ 0.     0.     0.    28.125  0.     0.     0.     0.     0.     0.
  0.     7.5    0.    11.25   0.     0.   ]",24595513.982227612,24077492.859133348
10,50.0,8.344287717890632,0.06,"[  0.     0.   -11.25   0.     0.    30.     0.     0.     0.     0.
   0.     0.     0.    30.     0.    -7.5 ]",25030987.16164405,24718266.333930857
11,55.0,8.344287717890632,0.06,"[  0.      0.    -30.      7.5     0.     24.375   0.      0.      0.
   0.      0.      0.    -18.75   30.      0.     22.5  ]",25124651.611494422,23502188.893955357
12,60.0,8.344287717890632,0.06,"[  0.     0.    30.   -15.     0.   -11.25  -7.5    0.     0.     0.
   0.     0.   -30.    30.     0.     0.  ]",25853798.17774781,24503009.87079061
13,65.0,8.344287717890632,0.06,"[  0.      0.     22.5    11.25    0.     11.25   24.375   0.      0.
   0.      0.    -15.     30.     15.      0.      0.   ]",25693928.909757394,24595424.167941008
14,70.0,8.344287717890632,0.06,"[  0.      0.      0.    -18.75    0.      0.      0.      0.      0.
   0.      0.     24.375  30.      7.5     0.     -7.5  ]",26632336.674664278,25697125.48635086
15,75.0,8.344287717890632,0.06,"[-22.5     0.    -15.     18.75    0.    -24.375   0.      0.      0.
   0.      0.     15.     28.125   0.      0.    -24.375]",26781557.67414461,24608851.020654492
16,80.0,8.344287717890632,0.06,"[  7.5   -11.25  -30.      0.      0.     28.125   0.      0.      0.
   0.      0.      0.     11.25    0.      0.     30.   ]",26696868.517879434,25255609.741365522
17,85.0,8.344287717890632,0.06,"[  0.     15.      0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     18.75 ]",26836445.014924765,25639126.467065588
18,90.0,8.344287717890632,0.06,"[  0.     0.    30.     0.     0.   -15.   -15.   -11.25   0.     0.
  30.     0.     0.    30.     0.     0.  ]",26915029.49395562,25114411.239837337
19,95.0,8.344287717890632,0.06,"[  0.     0.    18.75   0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",27222861.346312907,25434722.685429484
20,100.0,8.344287717890632,0.06,"[ 0.    -7.5    0.     0.     0.    24.375 18.75   0.     0.     0.
  0.     0.     0.     0.     0.     0.   ]",28351564.15593154,27337077.6710018
21,105.0,8.344287717890632,0.06,"[-18.75  -22.5   -24.375   0.      0.      0.      0.     -7.5     0.
   0.      0.      0.    -30.      0.      0.    -24.375]",27167234.84120518,25245036.833676286
22,110.0,8.344287717890632,0.06,"[ 18.75 -30.    18.75   0.    -7.5    0.     0.   -18.75   0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",25142441.69940745,22537561.713807978
23,115.0,8.344287717890632,0.06,"[  0.   -30.     0.     0.   -18.75   0.     0.   -30.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",23931344.172658585,21666991.19333343
24,120.0,8.344287717890632,0.06,"[  0.    -15.      0.      0.     30.      0.    -18.75  -15.      0.
   0.      0.      0.      0.     28.125   0.      7.5  ]",24108409.654320337,23015171.48707352
25,125.0,8.344287717890632,0.06,"[-15.     30.      0.      0.     18.75    0.     30.     28.125   0.
   0.      0.      0.      0.     11.25    0.      0.   ]",25367389.558585767,23812423.275136977
26,130.0,8.344287717890632,0.06,"[15.   30.   -7.5   0.    7.5   0.    0.   11.25  0.    0.    0.    0.
 -7.5   0.    0.    0.  ]",25959342.0979084,25333022.27064054
27,135.0,8.344287717890632,0.06,"[  0.     15.    -15.      0.      0.      0.    -18.75    0.      0.
   0.      0.      0.    -24.375   0.      0.    -11.25 ]",25765485.359410886,24724767.90863223
28,140.0,8.344287717890632,0.06,"[-24.375  30.    -24.375   0.      0.      0.    -30.      7.5     0.
   0.      0.      0.    -28.125   0.      0.    -22.5  ]",24420053.71544903,22696911.620864645
29,145.0,8.344287717890632,0.06,"[-11.25   0.   -30.     0.     0.     0.   -30.   -18.75   0.     0.
   0.     0.    18.75   0.   -22.5  -30.  ]",23103394.198181376,21432299.55351741
30,150.0,8.344287717890632,0.06,"[ 22.5 -15.    0.    0.    0.    0.   30.   15.    0.    0.    0.    0.
   0.    0.   30.   30. ]",22178990.696712073,20716709.18948309
31,155.0,8.344287717890632,0.06,"[ 30.   -11.25  30.     0.     0.     0.    30.   -15.     0.     0.
   0.     0.     0.     0.    15.    30.  ]",24164979.00401117,22634781.003935535
32,160.0,8.344287717890632,0.06,"[30.    28.125 18.75   0.     0.     0.    30.    15.     0.     0.
  0.     0.     0.     0.     0.    30.   ]",25287899.36173395,22995776.942466326
33,165.0,8.344287717890632,0.06,"[ 11.25   0.     0.     0.     0.     0.    22.5  -15.     0.     0.
   0.     0.     0.     0.     0.    30.  ]",27181178.501091097,26115262.68588285
34,170.0,8.344287717890632,0.06,"[-15.    -24.375 -18.75    0.      0.      0.     11.25   11.25    0.
   0.      0.      0.      0.      0.      0.     22.5  ]",27665320.765125457,26591749.45766738
35,175.0,8.344287717890632,0.06,"[-30.     0.    18.75   0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.     0.  ]",27354910.254378892,26862394.856654763
36,180.0,8.344287717890632,0.06,"[ 15.     22.5    18.75    0.      0.      0.    -15.      0.      0.
  24.375   0.      0.      0.      0.      0.     15.   ]",27042186.37655224,26471085.853709888
37,185.0,8.344287717890632,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",28638402.563523166,27612602.2652174
38,190.0,8.344287717890632,0.06,"[  0.  -15.    0.    0.   -7.5   0.   30.    0.    0.    0.   -7.5   0.
   0.    0.    0.    0. ]",27989218.579480935,27145809.17605
39,195.0,8.344287717890632,0.06,"[ 24.375  11.25    0.      0.    -22.5     0.    -15.      0.      0.
   0.    -18.75    0.      0.      0.    -11.25    0.   ]",27334402.74712473,26205760.38111201
40,200.0,8.344287717890632,0.06,"[-11.25    0.      0.      0.    -30.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -22.5   -24.375]",25391935.21722158,23125601.646344002
41,205.0,8.344287717890632,0.06,"[  7.5    0.     0.     0.    30.     0.    18.75   0.     0.   -15.
 -30.     0.   -15.     0.   -30.   -30.  ]",22893842.362373672,21114344.962599754
42,210.0,8.344287717890632,0.06,"[  0.      0.      0.      0.     30.      0.     15.      0.      0.
 -30.     30.      0.    -30.    -28.125  22.5   -22.5  ]",21753125.185987197,19546340.262234047
43,215.0,8.344287717890632,0.06,"[  0.      0.      0.      0.     18.75  -28.125   0.      0.      0.
  22.5    30.      0.    -11.25  -30.     30.     30.   ]",23602242.527137086,20236360.0687693
44,220.0,8.344287717890632,0.06,"[  0.     0.     0.     0.     7.5   30.     0.     0.     0.     0.
  18.75   0.   -30.    22.5   18.75  15.  ]",24565908.769357674,23629289.946204092
45,225.0,8.344287717890632,0.06,"[  0.     0.   -11.25   0.     0.    30.     0.     0.     0.   -22.5
   7.5    0.     0.    22.5    7.5    0.  ]",24896034.01986642,24522534.796926156
46,230.0,8.344287717890632,0.06,"[  0.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.   0.  30.  30.
 -15.   0.]",25869187.166883793,24922660.462598857
47,235.0,8.344287717890632,0.06,"[  0.      0.    -30.      0.     11.25    0.      0.      0.      0.
  22.5     0.      0.     30.     22.5   -28.125   0.   ]",25248665.260464862,22925669.366758317
48,240.0,8.344287717890632,0.06,"[  0.      0.    -30.      0.    -11.25    0.      0.      0.      0.
   0.    -15.      0.     18.75   18.75   28.125   0.   ]",25515850.47827397,24019493.73059182
49,245.0,8.344287717890632,0.06,"[  0.      0.     24.375   0.     18.75    0.      0.      0.    -15.
  22.5    15.      0.     11.25   11.25   11.25    0.   ]",25581549.693842217,24522618.73901472
50,250.0,8.344287717890632,0.06,"[  0.     0.    11.25   0.    22.5    0.     0.     0.    30.     0.
   0.   -18.75  15.     0.    -7.5    0.  ]",25907643.086514287,25228423.36998958
51,255.0,8.344287717890632,0.06,"[  0.      0.      7.5     0.    -30.      0.      0.      0.     11.25
 -22.5   -18.75   15.      0.      0.    -24.375   0.   ]",25950601.42256701,24061537.687478513
52,260.0,8.344287717890632,0.06,"[  0.     0.    18.75   0.    18.75   0.     0.     0.   -15.     0.
   0.     0.     0.     0.    30.     0.  ]",25708371.73073827,24730107.693344474
53,265.0,8.344287717890632,0.06,"[  0.     0.    15.     0.     7.5    0.     0.     0.   -30.    11.25
 -22.5    0.     0.     0.    15.     0.  ]",26002528.75800956,24863271.3559885
54,270.0,8.344287717890632,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    18.75   0.
  30.   -15.     0.     0.   -11.25   0.  ]",26360887.187385134,25087156.631659858
55,275.0,8.344287717890632,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.    22.5    0.
  18.75 -30.     0.     0.   -30.     0.  ]",26913131.36846681,25306252.227435146
56,280.0,8.344287717890632,0.06,"[-11.25    0.      0.      0.      0.      0.      0.      0.      0.
   0.     -7.5    24.375   0.      0.     15.      0.   ]",28253502.50156885,27322806.853833772
57,285.0,8.344287717890632,0.06,"[-22.5   -11.25    0.      0.    -24.375   0.      0.      0.    -24.375
   0.    -30.      0.      0.      0.    -15.      0.   ]",26898711.855839286,24698518.228956267
58,290.0,8.344287717890632,0.06,"[-28.125 -18.75    0.      0.    -30.      0.      0.      0.     11.25
   0.     30.    -18.75    0.      0.     30.      0.   ]",24596154.058408443,22239393.63276085
59,295.0,8.344287717890632,0.06,"[-22.5   -30.      0.      0.     24.375   0.      0.      0.    -28.125
   0.     18.75  -30.      0.      0.      0.      0.   ]",24069756.85840611,21980976.171542455
60,300.0,8.344287717890632,0.06,"[28.125 30.     0.     0.    30.     0.     0.     0.    30.     0.
  0.    28.125  0.     0.     0.     0.   ]",23974780.521309197,22343501.742629822
61,305.0,8.344287717890632,0.06,"[ 22.5    28.125   0.      0.     30.      0.    -18.75    0.     22.5
   0.      0.     11.25    0.      0.      0.      0.   ]",26318845.690866936,24652269.018670306
62,310.0,8.344287717890632,0.06,"[  7.5    11.25   -7.5     0.     18.75    0.    -28.125   0.      0.
   0.      0.      0.      0.      0.      0.    -15.   ]",26922295.787834432,26486065.613919836
63,315.0,8.344287717890632,0.06,"[  0.      0.    -15.      0.      0.      0.    -30.      0.      0.
   0.    -18.75  -24.375   0.      0.      0.    -24.375]",26148406.822323438,24501055.3875561
64,320.0,8.344287717890632,0.06,"[  0.      0.    -30.      0.      0.      0.    -30.      0.      0.
   0.    -28.125 -30.      0.      0.      0.    -30.   ]",23672120.124683112,21531508.827383548
65,325.0,8.344287717890632,0.06,"[  0.      0.      0.      0.      0.      0.    -30.      0.    -22.5
   0.      0.     28.125  -7.5     0.      0.      0.   ]",21931289.99183354,20466435.051185012
66,330.0,8.344287717890632,0.06,"[  0.     0.   -30.     0.     0.     0.     0.     0.    30.     0.
  30.     0.    11.25   0.     0.     0.  ]",21933612.408464365,20857436.02730708
67,335.0,8.344287717890632,0.06,"[  0.      0.     15.      0.      0.      0.     30.      0.     15.
   0.     24.375  15.    -15.    -15.      0.     30.   ]",24575138.311028633,23126531.471209045
68,340.0,8.344287717890632,0.06,"[  0.      0.     28.125   0.      0.      0.     24.375   0.      0.
   0.      7.5   -15.     28.125  18.75    0.     30.   ]",25974818.41683533,23955287.42598766
69,345.0,8.344287717890632,0.06,"[  0.     0.    22.5    0.     0.   -18.75  18.75   0.     0.     0.
   0.   -18.75   0.     0.     0.    11.25]",26931168.828289412,26148759.801706612
70,350.0,8.344287717890632,0.06,"[  0.      0.      0.      0.      0.     11.25   11.25    0.      0.
   0.      0.    -30.    -15.    -24.375   0.     11.25 ]",27046338.658994626,25848832.721444733
71,355.0,8.344287717890632,0.06,"[  0.     0.    15.     0.     0.     0.     0.     0.   -11.25   0.
   0.    30.   -30.    11.25   0.     0.  ]",27697954.63664589,26402063.656981435
0,0.0,9.351042574583555,0.06,"[  0.      0.      0.      0.      0.    -22.5     0.      0.     24.375
   0.      0.     18.75    0.      0.      0.      0.   ]",37322390.030736074,36508014.88557339
1,5.0,9.351042574583555,0.06,"[  0.     0.     0.     0.     0.     7.5    0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",40172030.150544204,38828814.95469069
2,10.0,9.351042574583555,0.06,"[  0.      0.      0.    -15.      0.      0.      0.      0.      0.
   0.    -11.25   -7.5    28.125  15.      0.      0.   ]",40076414.02076286,38612569.071265824
3,15.0,9.351042574583555,0.06,"[  0.      0.      0.     11.25  -15.     22.5     0.      0.      0.
   0.    -24.375 -15.      0.    -11.25    0.      0.   ]",38801286.54570986,37419296.7157689
4,20.0,9.351042574583555,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -24.375 -24.375  15.      0.      0.   ]",36611348.72252511,33712200.05116457
5,25.0,9.351042574583555,0.06,"[  0.    0.    0.    7.5 -30.  -22.5   0.    0.    0.    0.  -30.  -22.5
 -30.    0.  -22.5   0. ]",32329575.465969093,29552280.977536224
6,30.0,9.351042574583555,0.06,"[  0.     0.     0.   -15.    30.   -22.5    0.     0.     0.     0.
  30.    22.5   30.   -18.75 -30.     0.  ]",31337047.19864995,28494549.906663585
7,35.0,9.351042574583555,0.06,"[  0.      0.      0.    -22.5    30.    -30.      0.      0.      0.
   0.     18.75   28.125  15.    -30.     24.375   0.   ]",33604317.984046325,28740290.244185608
8,40.0,9.351042574583555,0.06,"[ 0.    0.    0.    0.   18.75  0.    0.    0.    0.    0.    7.5  18.75
  7.5   0.    0.    0.  ]",32843654.97102347,31958592.413669996
9,45.0,9.351042574583555,0.06,"[ 0.     0.     0.    28.125  0.     0.     0.     0.     0.     0.
  0.     7.5    0.    11.25   0.     0.   ]",34637081.684166774,33950375.44030084
10,50.0,9.351042574583555,0.06,"[  0.     0.   -11.25   0.     0.    30.     0.     0.     0.     0.
   0.     0.     0.    30.     0.    -7.5 ]",35344404.7763177,34840173.01665948
11,55.0,9.351042574583555,0.06,"[  0.      0.    -30.      7.5     0.     24.375   0.      0.      0.
   0.      0.      0.    -18.75   30.      0.     22.5  ]",35406994.904275924,33142360.75346716
12,60.0,9.351042574583555,0.06,"[  0.     0.    30.   -15.     0.   -11.25  -7.5    0.     0.     0.
   0.     0.   -30.    30.     0.     0.  ]",36411958.9508921,34545108.1795533
13,65.0,9.351042574583555,0.06,"[  0.     0.    22.5   11.25   0.    11.25  22.5    0.     0.     0.
   0.   -15.    30.    15.     0.     0.  ]",36180407.12380976,34689915.772078365
14,70.0,9.351042574583555,0.06,"[  0.     0.     0.   -18.75   0.     0.     0.     0.     0.     0.
   0.    22.5   30.     7.5    0.    -7.5 ]",37475796.57008315,36216012.355345964
15,75.0,9.351042574583555,0.06,"[-22.5     0.    -15.     18.75    0.    -24.375   0.      0.      0.
   0.      0.     15.     28.125   0.      0.    -24.375]",37680855.866480276,34695430.991009705
16,80.0,9.351042574583555,0.06,"[  7.5   -11.25  -30.      0.      0.     28.125   0.      0.      0.
   0.      0.      0.     11.25    0.      0.     30.   ]",37555396.088995345,35591647.679773435
17,85.0,9.351042574583555,0.06,"[  0.     15.      0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     18.75 ]",37906068.421677,36263997.83316459
18,90.0,9.351042574583555,0.06,"[  0.     0.    30.     0.     0.   -15.   -15.   -11.25   0.     0.
  30.     0.     0.    30.     0.     0.  ]",37856362.42843869,35398365.92241522
19,95.0,9.351042574583555,0.06,"[  0.     0.    18.75   0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",38285905.79130041,35833786.918163925
20,100.0,9.351042574583555,0.06,"[ 0.    -7.5    0.     0.     0.    24.375 18.75   0.     0.     0.
  0.     0.     0.     0.     0.     0.   ]",39879044.3054212,38469857.28527923
21,105.0,9.351042574583555,0.06,"[-18.75  -18.75  -24.375   0.      0.      0.      0.     -7.5     0.
   0.      0.      0.    -30.      0.      0.    -24.375]",38208480.682536304,35570626.95061702
22,110.0,9.351042574583555,0.06,"[ 18.75 -30.    18.75   0.   -15.     0.     0.   -18.75   0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",35344900.810064256,31854945.895940028
23,115.0,9.351042574583555,0.06,"[  0.   -30.     0.     0.   -15.     0.     0.   -30.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",33728269.32980037,30592577.358864024
24,120.0,9.351042574583555,0.06,"[  0.    -22.5     0.      0.     22.5     0.    -15.    -30.      0.
   0.      0.      0.      0.     28.125   0.      7.5  ]",34072834.15508575,32682384.1315325
25,125.0,9.351042574583555,0.06,"[-15.     30.      0.      0.     18.75    0.     30.     28.125   0.
   0.      0.      0.      0.     11.25    0.      0.   ]",35755309.07434645,33688507.83292782
26,130.0,9.351042574583555,0.06,"[11.25 30.    0.    0.    0.    0.    0.   11.25  0.    0.    0.    0.
 -7.5   0.    0.    0.  ]",36515107.24727941,35788190.3750038
27,135.0,9.351042574583555,0.06,"[  0.     18.75  -15.      0.      0.      0.    -18.75    0.      0.
   0.      0.      0.    -24.375   0.      0.    -11.25 ]",36321715.10669714,34942512.94749093
28,140.0,9.351042574583555,0.06,"[-22.5    22.5   -28.125   0.      0.      0.    -30.      7.5     0.
   0.      0.      0.    -30.      0.      0.    -18.75 ]",34409681.40156214,32037852.27379212
29,145.0,9.351042574583555,0.06,"[-11.25   0.   -30.     0.     0.     0.   -30.   -18.75   0.     0.
   0.     0.    18.75   0.   -22.5  -30.  ]",32580847.87174526,30257596.421307124
30,150.0,9.351042574583555,0.06,"[ 15. -15.   0.   0.   0.   0.  30.  15.   0.   0.   0.   0.   0.   0.
  30.  30.]",31152845.416459024,29403586.1363183
31,155.0,9.351042574583555,0.06,"[ 22.5  -11.25  30.     0.     0.     0.    30.   -15.     0.     0.
   0.     0.     0.     0.    15.    30.  ]",34123201.78889426,31396206.546019975
32,160.0,9.351042574583555,0.06,"[30.    28.125 18.75   0.     0.     0.    30.    15.     0.     0.
  0.     0.     0.     0.     0.    30.   ]",35610257.1848631,32654103.854157463
33,165.0,9.351042574583555,0.06,"[ 15.     0.     0.     0.     0.     0.    18.75 -15.     0.     0.
   0.     0.     0.     0.     0.    30.  ]",38259838.222160995,36889320.937270865
34,170.0,9.351042574583555,0.06,"[-15.    -24.375 -18.75    0.      0.      0.     11.25   11.25    0.
   0.      0.      0.      0.      0.      0.     22.5  ]",38910070.30143187,37452617.10625432
35,175.0,9.351042574583555,0.06,"[-30.     0.    18.75   0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.     0.  ]",38478405.435622275,37827093.97064499
36,180.0,9.351042574583555,0.06,"[ 15.     22.5    18.75    0.      0.      0.    -15.      0.      0.
  24.375   0.      0.      0.      0.      0.      0.   ]",37981253.22142815,37259936.78015077
37,185.0,9.351042574583555,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",40286796.76676937,38879302.22068527
38,190.0,9.351042574583555,0.06,"[  0.  -15.    0.    0.   -7.5   0.   30.    0.    0.    0.   -7.5   0.
   0.    0.    0.    0. ]",39378919.69316389,38213779.766045436
39,195.0,9.351042574583555,0.06,"[ 24.375  11.25    0.      0.    -18.75    0.    -18.75    0.      0.
   0.    -22.5     0.      0.      0.    -11.25    0.   ]",38453704.395533904,36950331.44422109
40,200.0,9.351042574583555,0.06,"[-11.25    0.      0.      0.    -30.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -22.5   -24.375]",35746196.34727405,32698086.03475029
41,205.0,9.351042574583555,0.06,"[  7.5    0.     0.     0.    30.     0.    18.75   0.     0.   -15.
 -30.     0.   -11.25   0.   -30.   -30.  ]",32302937.285845716,29818370.592391815
42,210.0,9.351042574583555,0.06,"[  0.      0.      0.      0.     30.      0.     15.      0.      0.
 -30.     30.      0.    -30.    -28.125  30.    -22.5  ]",30740308.113042347,27280240.936655894
43,215.0,9.351042574583555,0.06,"[  0.      0.      0.      0.     18.75  -28.125   0.      0.      0.
  18.75   30.      0.    -11.25  -30.     30.     30.   ]",33267136.609868784,28697655.434465807
44,220.0,9.351042574583555,0.06,"[  0.      0.      0.      0.      7.5    30.      0.      0.      0.
   0.     18.75    0.    -24.375 -30.     18.75   15.   ]",34930346.25508055,33298286.265671875
45,225.0,9.351042574583555,0.06,"[  0.    0.  -15.    0.    0.   30.    0.    0.    0.  -22.5   7.5   0.
   0.   22.5   7.5   0. ]",35035496.37977225,34539928.98698517
46,230.0,9.351042574583555,0.06,"[  0.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.   0.  30.  30.
 -15.   0.]",36445630.03797509,35083371.31116946
47,235.0,9.351042574583555,0.06,"[  0.      0.    -30.      0.     11.25    0.      0.      0.      0.
  22.5     0.      0.     28.125  22.5   -28.125   0.   ]",35560818.363865316,32423498.849092618
48,240.0,9.351042574583555,0.06,"[  0.      0.    -30.      0.    -11.25    0.      0.      0.      0.
   0.    -15.      0.     18.75   15.     28.125   0.   ]",35964423.13338104,33731739.40550187
49,245.0,9.351042574583555,0.06,"[  0.     0.    22.5    0.    22.5    0.     0.     0.   -15.    22.5
  15.     0.    15.    11.25  11.25   0.  ]",36029108.452725075,34613009.360155165
50,250.0,9.351042574583555,0.06,"[  0.     0.    11.25   0.    22.5    0.     0.     0.    30.     0.
   0.   -18.75  15.     0.    -7.5    0.  ]",36469966.56976271,35566600.62769455
51,255.0,9.351042574583555,0.06,"[  0.      0.      7.5     0.    -30.      0.      0.      0.     11.25
 -22.5   -18.75   15.      0.      0.    -24.375   0.   ]",36511708.8432354,33925253.5967703
52,260.0,9.351042574583555,0.06,"[  0.     0.    18.75   0.    18.75   0.     0.     0.   -15.     0.
   0.     0.     0.     0.    30.     0.  ]",36184848.37076886,34866387.24685564
53,265.0,9.351042574583555,0.06,"[  0.     0.    15.     0.     7.5    0.     0.     0.   -30.    11.25
 -22.5    0.     0.     0.    15.     0.  ]",36602136.320121646,35057178.36727707
54,270.0,9.351042574583555,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    18.75   0.
  30.   -15.     0.     0.   -11.25   0.  ]",37080974.00550592,35356587.531782135
55,275.0,9.351042574583555,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.    22.5    0.
  18.75 -30.     0.     0.   -30.     0.  ]",37853935.80774996,35642902.761519104
56,280.0,9.351042574583555,0.06,"[-11.25    0.      0.      0.      0.      0.      0.      0.      0.
   0.     -7.5    24.375   0.      0.     15.      0.   ]",39746818.07894434,38452815.40669979
57,285.0,9.351042574583555,0.06,"[-22.5   -11.25    0.      0.    -24.375   0.      0.      0.    -24.375
   0.    -30.      0.      0.      0.    -15.      0.   ]",37835306.158261076,34880260.52475627
58,290.0,9.351042574583555,0.06,"[-28.125 -18.75    0.      0.    -30.      0.      0.      0.     11.25
   0.     30.    -18.75    0.      0.     30.      0.   ]",34596590.737090565,31455688.153270762
59,295.0,9.351042574583555,0.06,"[-22.5   -30.      0.      0.     22.5     0.      0.      0.    -28.125
   0.     18.75  -30.      0.      0.      0.      0.   ]",33872569.5602501,31039280.944237854
60,300.0,9.351042574583555,0.06,"[30.    30.     0.     0.    30.     0.     0.     0.    30.     0.
  0.    28.125  0.     0.     0.     0.   ]",33781663.29324736,31560294.610524874
61,305.0,9.351042574583555,0.06,"[ 22.5    28.125   0.      0.     30.      0.    -18.75    0.     22.5
   0.      0.     11.25    0.      0.      0.      0.   ]",37060883.020903945,34820699.964094885
62,310.0,9.351042574583555,0.06,"[  0.    11.25  -7.5    0.    18.75   0.   -22.5    0.     0.     0.
   0.     0.     0.     0.     0.   -15.  ]",37882177.1289297,37352438.846455544
63,315.0,9.351042574583555,0.06,"[  0.      0.    -15.      0.      0.      0.    -30.      0.      0.
   0.    -18.75  -24.375   0.      0.      0.    -22.5  ]",36824614.90912311,34652834.344415545
64,320.0,9.351042574583555,0.06,"[  0.      0.    -30.      0.      0.      0.    -30.      0.      0.
   0.    -24.375 -30.      0.      0.      0.    -30.   ]",33380828.89052271,30664618.507060744
65,325.0,9.351042574583555,0.06,"[  0.      0.    -30.      0.      0.      0.    -30.      0.    -22.5
   0.    -22.5    28.125  -7.5     0.      0.    -30.   ]",31337210.008792706,28095057.285246342
66,330.0,9.351042574583555,0.06,"[  0.     0.   -15.     0.     0.     0.     0.     0.    30.     0.
  30.     0.    11.25   0.     0.    15.  ]",30986956.896416623,29399178.565886874
67,335.0,9.351042574583555,0.06,"[  0.    0.    0.    0.    0.    0.   30.    0.   15.    0.   22.5  15.
 -15.  -15.    0.   30. ]",34349152.07676781,32459272.590762474
68,340.0,9.351042574583555,0.06,"[  0.      0.     28.125   0.      0.      0.     28.125   0.      0.
   0.      7.5   -18.75   28.125  18.75    0.     30.   ]",36578377.16454881,33953263.71214348
69,345.0,9.351042574583555,0.06,"[  0.     0.    22.5    0.     0.   -18.75  18.75   0.     0.     0.
   0.   -18.75   0.     0.     0.     7.5 ]",37924173.87221191,36918888.84538631
70,350.0,9.351042574583555,0.06,"[  0.      0.      0.      0.      0.     11.25   11.25    0.      0.
   0.      0.    -30.    -15.    -24.375   0.     11.25 ]",38069499.37547964,36470074.5122136
71,355.0,9.351042574583555,0.06,"[  0.     0.    15.     0.     0.     0.     0.     0.   -11.25   0.
   0.    30.   -30.    11.25   0.     0.  ]",38966288.381272614,37239027.63780987
0,0.0,10.22633699525617,0.06,"[  0.     0.     0.     0.     0.   -22.5    0.     0.    22.5    0.
   0.    18.75   0.     0.     0.     0.  ]",48792143.00465434,47765222.385289475
