velocity:0,velocity:1,velocity:2,Normals:0,Normals:1,Normals:2,Points:0,Points:1,Points:2,Point ID
3.68744,0.0018835,-0.451874,-0.0349061,-0.000446775,-0.99939,530.471,0,91.1372,1933
3.62158,0.127869,-0.505685,-0.0958909,0.0115761,-0.995325,496.102,-39.375,93.2183,1934
3.63096,0.0756595,-0.479096,-0.0673605,0.00223016,-0.997726,511.875,-23.1148,91.735,1935
3.60427,0.0766163,-0.506817,-0.0980949,0.00388929,-0.995169,495.944,-23.4437,93.3313,1936
3.60856,0.00169149,-0.478124,-0.0673607,0.000743387,-0.997728,511.875,0,91.7867,1937
3.58199,0.00159746,-0.505383,-0.0997441,-0.000444818,-0.995013,496.201,0,93.3579,1938
4.19343,0.00345615,-0.313873,-0.00081352,7.96E-13,-1,630,0,90.0072,1939
4.1498,0.0290283,-0.32614,-0.00146222,6.18E-05,-0.999999,620.485,-9.51527,90.0206,1940
4.20074,0.0239775,-0.314073,-0.000660718,1.35E-05,-1,630,-8.61521,90.0071,1941
4.17493,0.0996389,-0.325633,-0.00141392,2.43E-05,-0.999999,620.463,-39.375,90.0202,1942
4.25831,0.170376,-0.321972,-0.00130402,0.000145009,-0.999999,620.841,-69.5907,90.0186,1943
4.22675,0.0967095,-0.313522,-0.000995475,2.43E-05,-1,630,-39.375,90.0067,1944
4.31043,0.169616,-0.310249,-0.000660718,3.51E-05,-1,630,-70.4664,90.0056,1945
4.02606,0.107514,-0.365022,-0.00471869,0.000381083,-0.999989,590.625,-39.375,90.0624,1946
3.98692,0.18017,-0.399473,-0.00761461,0.00094698,-0.99997,566.682,-63.3175,90.222,1947
4.10594,0.17651,-0.362551,-0.00405836,0.000291541,-0.999992,590.625,-66.4005,90.0545,1948
4.14078,0.00318712,-0.326178,-0.00151052,-2.20E-05,-0.999999,620.415,0,90.0217,1949
3.91888,0.112574,-0.401095,-0.00827002,0.00109836,-0.999965,567.103,-39.375,90.2569,1950
4.00311,0.0370008,-0.366267,-0.00513238,0.000110112,-0.999987,590.625,-12.7832,90.0653,1951
3.89252,0.0452802,-0.401915,-0.00854668,0.000317619,-0.999963,567.114,-15.8643,90.2708,1952
3.99147,0.00228742,-0.366191,-0.00513238,3.67E-05,-0.999987,590.625,0,90.0667,1953
3.87852,0.0022005,-0.401681,-0.00875418,-2.20E-05,-0.999962,567.206,0,90.2717,1954
4.52814,0.00782183,-0.221632,-5.69E-06,8.29E-08,-1,708.75,-3.64604,90,1955
4.52271,0.0013126,-0.221868,-6.50E-06,-3.00E-12,-1,708.75,0,90,1956
4.5087,0.00995354,-0.22656,-3.35E-05,1.18E-05,-1,704.903,-3.84684,90.0001,1957
4.61656,0.148281,-0.221278,-3.76E-05,-8.01E-06,-1,705.079,-75.0792,90.0001,1958
4.34661,0.169516,-0.301591,-0.000122165,9.08E-06,-1,637.753,-70.9967,90.0044,1959
4.38721,0.0903272,-0.267267,-9.74E-05,1.46E-05,-1,669.375,-39.375,90.0005,1960
4.50591,0.00148045,-0.226577,-5.67E-05,1.02E-07,-1,704.875,0,90.0001,1961
4.26301,0.095308,-0.304548,-0.000158584,2.43E-05,-1,638.089,-39.375,90.0054,1962
4.23645,0.0212884,-0.305131,-0.0001302,1.76E-05,-1,638.069,-8.0692,90.0058,1963
4.23103,0.00351173,-0.305037,-0.000120331,-9.63E-08,-1,638.121,0,90.0058,1964
4.79516,0.00102354,-0.168721,-8.73E-08,2.69E-11,-1,787.5,-1.14636,90,1965
4.79087,0.00173191,-0.169272,-2.16E-07,4.15E-08,-1,786.325,-1.17477,90,1966
4.79368,-0.000411979,-0.168763,-1.18E-07,1.04E-08,-1,787.5,0,90,1967
4.78911,-0.000365332,-0.16935,-2.57E-07,4.14E-08,-1,786.323,0,90,1968
4.97772,0.0274404,-0.135456,-5.73E-11,1.35E-11,-1,849.346,-16.9043,90,1969
4.95813,0.00200255,-0.135567,-7.07E-11,1.35E-11,-1,850.433,0,90,1970
7.88574,0.044692,0.242973,8.73E-08,-2.69E-11,-1,-787.5,77.6918,90,1971
7.88959,0.0447463,0.243122,6.06E-11,-1.68E-11,-1,-788.543,77.7065,90,1972
7.88585,0.0454054,0.242961,7.21E-08,-1.52E-08,-1,-787.5,78.75,90,1973
8.05343,0.00968795,0.255546,5.73E-11,-1.35E-11,-1,-849.477,16.7732,90,1974
7.88965,0.0451979,0.243113,4.38E-11,-1.68E-11,-1,-788.543,78.75,90,1975
8.05087,0.034882,0.254444,4.38E-11,-1.69E-11,-1,-847.26,78.75,90,1976
7.6141,0.0679464,0.224238,5.69E-06,-8.29E-08,-1,-708.75,75.271,90,1977
7.62799,0.0678968,0.225564,2.16E-07,-4.15E-08,-1,-712.144,75.356,90,1978
7.61478,0.0714195,0.224128,4.45E-06,-7.19E-07,-1,-708.75,78.75,90,1979
7.62833,0.0701858,0.225525,1.74E-07,-6.08E-08,-1,-712.141,78.75,90,1980
7.25227,0.111901,0.271799,0.000631177,-0.000104012,-1,-630,78.75,90.0053,1981
7.28802,0.0978827,0.264955,0.000127369,-1.28E-05,-1,-637.752,70.9984,90.0044,1982
7.24974,0.0994387,0.272076,0.000911786,-3.51E-05,-1,-630,70.4678,90.0056,1983
7.26626,0.0527879,0.26567,0.000158584,-2.43E-05,-1,-638.089,39.375,90.0054,1984
7.26825,0.00894304,0.270076,0.000133749,-1.71E-05,-1,-638.071,8.07142,90.0058,1985
7.22671,0.0551994,0.273082,0.000577029,-2.43E-05,-1,-630,39.375,90.0067,1986
7.22875,0.0121148,0.277396,0.000911786,-1.35E-05,-1,-630,8.61789,90.0071,1987
7.58386,0.0042956,0.228161,4.25E-05,-1.64E-05,-1,-704.899,3.85067,90.0001,1988
7.39738,0.0442712,0.23735,9.74E-05,-1.46E-05,-1,-669.375,39.375,90.0005,1989
7.29356,0.107432,0.266269,8.87E-05,-2.70E-06,-1,-637.751,78.75,90.0043,1990
7.59776,0.0687779,0.225273,3.10E-05,5.98E-06,-1,-705.077,75.0771,90.0001,1991
7.60039,0.0733021,0.225895,4.17E-05,-2.66E-06,-1,-705.078,78.75,90,1992
6.83556,0.178244,0.385524,0.0175654,-0.00285185,-0.999842,-551.25,78.75,90.3249,1993
6.91847,0.134238,0.362435,0.00761461,-0.00094698,-0.999971,-566.683,63.3171,90.222,1994
6.82347,0.137614,0.393016,0.0232706,-0.00160204,-0.999728,-551.25,61.2062,90.353,1995
6.89621,0.0821577,0.370376,0.00827002,-0.00109836,-0.999965,-567.104,39.375,90.2569,1996
6.894,0.0293904,0.371122,0.00847752,-0.000386789,-0.999964,-567.116,15.8657,90.2708,1997
6.80086,0.0903235,0.400999,0.0166038,-0.00109825,-0.999862,-551.25,39.375,90.388,1998
6.79879,0.0423325,0.401697,0.0232706,-0.000594158,-0.999729,-551.25,17.9913,90.4007,1999
7.01951,0.0712683,0.323189,0.00471869,-0.000381083,-0.999989,-590.625,39.375,90.0624,2000
7.18009,0.0174592,0.289222,0.00146222,-6.18E-05,-0.999999,-620.482,9.51833,90.0206,2001
7.02333,0.0235775,0.326236,0.00513238,-0.000110112,-0.999987,-590.625,12.7853,90.0653,2002
6.92831,0.162453,0.359835,0.0069592,-0.000342866,-0.999976,-566.566,78.75,90.2183,2003
7.17801,0.059291,0.285059,0.00141392,-2.43E-05,-0.999999,-620.462,39.375,90.0202,2004
7.04766,0.117781,0.319116,0.00405836,-0.000291541,-0.999992,-590.625,66.4005,90.0545,2005
7.20232,0.102121,0.283604,0.00126739,-0.000181643,-0.999999,-620.842,69.592,90.0186,2006
7.05604,0.140273,0.316868,0.00405836,-0.000320058,-0.999992,-590.625,78.75,90.0509,2007
7.20898,0.118737,0.281835,0.00115748,-0.000342874,-0.999999,-620.93,78.75,90.0158,2008
6.47919,0.281682,0.639829,0.133886,-0.0232683,-0.990723,-472.5,78.75,94.8179,2009
6.55766,0.178783,0.565268,0.0904642,-0.0115767,-0.995832,-496.063,55.1867,92.9512,2010
6.46325,0.192307,0.664972,0.161205,-0.0168972,-0.986776,-472.5,53.8316,95.2446,2011
6.54333,0.126493,0.579045,0.0958909,-0.0115761,-0.995325,-496.103,39.375,93.2182,2012
6.53919,0.0707567,0.58141,0.0975452,-0.00444435,-0.995221,-495.945,23.4447,93.3312,2013
6.45,0.144526,0.67772,0.132231,-0.0115275,-0.991152,-472.5,39.375,95.4921,2014
6.44679,0.0934332,0.679279,0.161225,-0.00605751,-0.986899,-472.5,24.8036,95.5815,2015
6.59467,0.1158,0.513503,0.0633751,-0.00525834,-0.997976,-511.875,39.375,91.6987,2016
6.69318,0.0617716,0.460264,0.0340871,-0.00141393,-0.999418,-530.736,20.514,91.0821,2017
6.59495,0.0697196,0.515208,0.0673605,-0.00223016,-0.997726,-511.875,23.1161,91.735,2018
6.58084,0.246749,0.551696,0.0850388,-0.00753517,-0.996349,-495.929,78.75,92.8182,2019
6.69507,0.104093,0.459615,0.033268,-0.00109779,-0.999446,-530.748,39.375,91.0705,2020
6.61601,0.1601,0.504637,0.0569144,-0.00612267,-0.99836,-511.875,55.9151,91.5972,2021
6.71734,0.145632,0.451296,0.0306829,-0.00418932,-0.99952,-531.187,58.6873,91.0249,2022
6.63895,0.225794,0.490991,0.0569141,-0.0069158,-0.998355,-511.875,78.75,91.4572,2023
6.7382,0.203189,0.438934,0.0287435,-0.00755944,-0.999558,-531.326,78.75,90.8978,2024
6.74233,0.377996,1.13791,0.357429,-0.0716672,-0.931186,-393.75,78.75,115.143,2025
6.74171,0.37746,1.13736,0.319276,-0.0445071,-0.946616,-393.847,78.6528,115.115,2026
6.74237,0.377725,1.13801,0.380308,-0.0565721,-0.923128,-393.75,78.6975,115.146,2027
6.74265,0.375361,1.1388,0.374885,-0.0567074,-0.925336,-393.75,78.1929,115.177,2028
6.47807,0.173544,0.917689,0.272679,-0.0282057,-0.961691,-433.125,39.375,103.714,2029
6.46214,0.0962982,0.810595,0.207523,-0.00928081,-0.978186,-451.597,20.9028,99.97,2030
6.48508,0.0786705,0.922891,0.275277,-0.0123452,-0.961286,-433.125,17.0951,104,2031
6.69172,0.0393767,1.14712,0.335137,-0.0160763,-0.942032,-403.13,9.37982,114.897,2032
6.71047,0.19023,1.14965,0.331399,-0.0389008,-0.942688,-400.916,39.375,115.037,2033
6.74172,0.377882,1.13716,0.310216,-0.0445746,-0.94962,-393.857,78.75,115.108,2034
6.46634,0.161198,0.809644,0.20438,-0.0113842,-0.978825,-451.434,39.375,99.8908,2035
6.49582,0.258295,0.891419,0.248723,-0.035242,-0.967933,-433.125,60.3222,102.951,2036
6.48312,0.221813,0.793207,0.193934,-0.0276137,-0.980626,-451.475,57.7245,99.5681,2037
6.50747,0.340064,0.86596,0.24867,-0.0408944,-0.967725,-433.125,78.75,102.28,2038
6.49696,0.31635,0.769227,0.186004,-0.0460693,-0.981468,-450.561,78.75,98.9756,2039
6.74328,0.378025,1.13846,0.409654,-0.101145,-0.906616,-393.68,78.75,115.174,2040
6.74277,0.377836,1.13825,0.41955,-0.0660384,-0.905327,-393.72,78.7199,115.159,2041
6.74317,0.377703,1.1385,0.41955,-0.0660384,-0.905327,-393.691,78.6914,115.174,2042
6.74278,0.378017,1.13819,0.409755,-0.098712,-0.906839,-393.717,78.75,115.158,2043
4.15956,-0.261361,-0.702663,-0.357429,-0.0716672,-0.931186,393.75,78.75,115.143,2044
4.16009,-0.261244,-0.702761,-0.41955,-0.0660384,-0.905327,393.72,78.7203,115.159,2045
4.15952,-0.261177,-0.702676,-0.380308,-0.0565721,-0.923128,393.75,78.6982,115.146,2046
4.1593,-0.259495,-0.702786,-0.380308,-0.0565721,-0.923128,393.75,78.1997,115.177,2047
4.1607,-0.261139,-0.702842,-0.41955,-0.0660384,-0.905327,393.692,78.6922,115.174,2048
4.16013,-0.261348,-0.702757,-0.409755,-0.098712,-0.906839,393.718,78.75,115.157,2049
4.1609,-0.261322,-0.702855,-0.409654,-0.101145,-0.906616,393.681,78.75,115.174,2050
3.67065,-0.257313,-0.539719,-0.133886,-0.0232683,-0.990723,472.5,78.75,94.8179,2051
3.65682,-0.189925,-0.576507,-0.195241,-0.0262572,-0.980404,451.475,57.7254,99.5679,2052
3.60009,-0.17505,-0.541332,-0.139478,-0.0169538,-0.99008,472.5,53.8328,95.2445,2053
3.60838,-0.131184,-0.577697,-0.20438,-0.0113842,-0.978825,451.434,39.375,99.8906,2054
3.58837,-0.071672,-0.578436,-0.207076,-0.00881331,-0.978285,451.598,20.9019,99.9698,2055
3.56186,-0.128766,-0.542216,-0.168443,-0.0114635,-0.985645,472.5,39.375,95.4921,2056
3.54636,-0.0818347,-0.543016,-0.139495,-0.0060778,-0.990204,472.5,24.8025,95.5816,2057
3.67489,-0.132258,-0.610984,-0.26527,-0.0244986,-0.963863,433.125,39.375,103.714,2058
4.01371,-0.0301069,-0.689796,-0.335846,-0.0152775,-0.941793,403.131,9.38113,114.896,2059
3.6652,-0.0585187,-0.612854,-0.275278,-0.0123452,-0.961286,433.125,17.0942,104,2060
3.70916,-0.262454,-0.575418,-0.186004,-0.0460693,-0.981468,450.562,78.75,98.9755,2061
4.05239,-0.129259,-0.692424,-0.331399,-0.0389008,-0.942688,400.917,39.375,115.036,2062
3.71964,-0.201156,-0.608583,-0.248723,-0.035242,-0.967933,433.125,60.323,102.951,2063
4.15845,-0.261035,-0.702452,-0.32076,-0.0461595,-0.946035,393.846,78.6539,115.115,2064
3.76304,-0.264624,-0.606215,-0.24867,-0.0408944,-0.967725,433.125,78.75,102.28,2065
4.15858,-0.261367,-0.702417,-0.310216,-0.0445746,-0.94962,393.855,78.75,115.108,2066
3.95257,-0.223936,-0.419915,-0.0175654,-0.00285185,-0.999842,551.25,78.75,90.3249,2067
3.78895,-0.172242,-0.44935,-0.0310061,-0.00386586,-0.999512,531.189,58.6893,91.0248,2068
3.899,-0.173823,-0.421887,-0.0182706,-0.00160221,-0.999832,551.25,61.2082,90.353,2069
3.72987,-0.117913,-0.451749,-0.033268,-0.00109779,-0.999446,530.75,39.375,91.0704,2070
3.70847,-0.0638221,-0.452417,-0.0339701,-0.0012968,-0.999422,530.738,20.512,91.082,2071
3.83476,-0.112272,-0.423924,-0.0249371,-0.00109806,-0.999688,551.25,39.375,90.388,2072
3.81057,-0.0509436,-0.424664,-0.0182706,-0.00059422,-0.999833,551.25,17.9893,90.4007,2073
3.64577,-0.12235,-0.478613,-0.0633751,-0.00525834,-0.997976,511.875,39.375,91.6987,2074
3.60429,-0.073503,-0.506883,-0.0978201,-0.00416682,-0.995195,495.943,23.4434,93.3313,2075
3.63098,-0.072354,-0.479162,-0.0673605,-0.00223016,-0.997726,511.875,23.1146,91.735,2076
3.85544,-0.233846,-0.446837,-0.0287435,-0.00755944,-0.999558,531.328,78.75,90.8978,2077
3.62163,-0.124785,-0.505764,-0.0958909,-0.0115761,-0.995325,496.102,39.375,93.2183,2078
3.698,-0.171836,-0.477108,-0.0569144,-0.00612267,-0.99836,511.875,55.9166,91.5972,2079
3.66335,-0.175414,-0.504859,-0.0896896,-0.0107958,-0.995911,496.062,55.1879,92.9513,2080
3.77301,-0.242021,-0.474472,-0.0569141,-0.0069158,-0.998355,511.875,78.75,91.4572,2081
3.74048,-0.247888,-0.502373,-0.0850388,-0.00753517,-0.996349,495.928,78.75,92.8183,2082
4.33335,-0.182536,-0.309283,-0.000631177,-0.000104012,-1,630,78.75,90.0053,2083
4.25848,-0.164567,-0.322099,-0.0012857,-0.000163326,-0.999999,620.845,69.5953,90.0186,2084
4.31095,-0.163783,-0.310397,-0.000660718,-3.51E-05,-1,630,70.4709,90.0056,2085
4.17629,-0.095353,-0.326075,-0.00141392,-2.43E-05,-0.999999,620.465,39.375,90.0202,2086
4.14983,-0.0226973,-0.326233,-0.00145532,-5.49E-05,-0.999999,620.485,9.51489,90.0206,2087
4.22852,-0.0924449,-0.313992,-0.000995475,-2.43E-05,-1,630,39.375,90.0067,2088
4.20115,-0.017605,-0.314182,-0.000660718,-1.35E-05,-1,630,8.61464,90.0071,2089
4.02621,-0.10311,-0.365396,-0.00471869,-0.000381083,-0.999989,590.625,39.375,90.0624,2090
3.89257,-0.0409593,-0.402072,-0.0085121,-0.000352204,-0.999964,567.114,15.8638,90.2708,2091
4.00315,-0.0324898,-0.366393,-0.00513238,-0.000110112,-0.999987,590.625,12.7828,90.0653,2092
4.28663,-0.188002,-0.32098,-0.00115748,-0.000342874,-0.999999,620.933,78.75,90.0158,2093
3.9191,-0.108386,-0.401275,-0.00827002,-0.00109836,-0.999965,567.102,39.375,90.2569,2094
4.10656,-0.172107,-0.3631,-0.00405836,-0.000291541,-0.999992,590.625,66.4029,90.0545,2095
3.98732,-0.175991,-0.399643,-0.00752098,-0.000853345,-0.999971,566.681,63.319,90.222,2096
4.14398,-0.203775,-0.361749,-0.00405836,-0.000320058,-0.999992,590.625,78.75,90.0509,2097
4.03354,-0.215627,-0.398133,-0.0069592,-0.000342866,-0.999976,566.564,78.75,90.2183,2098
4.64453,-0.145438,-0.220235,-5.65E-06,-8.29E-08,-1,708.75,75.2749,90,2099
4.65009,-0.151678,-0.220228,-4.42E-06,-7.15E-07,-1,708.75,78.75,90,2100
4.62478,-0.145523,-0.224809,-2.63E-05,7.22E-06,-1,705.081,75.0811,90.0001,2101
4.50856,-0.00667118,-0.226576,-4.98E-05,-1.38E-05,-1,704.904,3.84635,90.0001,2102
4.23613,-0.0135841,-0.305167,-0.000137482,-2.04E-05,-1,638.068,8.06829,90.0058,2103
4.38559,-0.0800152,-0.267552,-9.74E-05,-1.46E-05,-1,669.375,39.375,90.0005,2104
4.63481,-0.153335,-0.224518,-4.17E-05,-2.71E-06,-1,705.082,78.75,90,2105
4.26407,-0.0897474,-0.304954,-0.000158584,-2.43E-05,-1,638.086,39.375,90.0054,2106
4.34641,-0.162415,-0.301675,-0.000113825,-8.16E-06,-1,637.749,71.0013,90.0044,2107
4.36758,-0.178914,-0.301063,-8.87E-05,-2.66E-06,-1,637.748,78.75,90.0043,2108
4.89982,-0.117156,-0.166366,-1.29E-07,-2.69E-11,-1,787.5,77.6949,90,2109
4.89558,-0.117072,-0.166906,-2.16E-07,-4.15E-08,-1,786.418,77.6677,90,2110
4.9012,-0.118475,-0.166348,-9.76E-08,-1.04E-08,-1,787.5,78.75,90,2111
4.89731,-0.119014,-0.166902,-1.74E-07,-4.15E-08,-1,786.42,78.75,90,2112
5.02483,-0.0696388,-0.135319,-5.73E-11,-1.35E-11,-1,848.331,60.8305,90,2113
5.04638,-0.0970038,-0.135392,-4.38E-11,-1.35E-11,-1,847.125,78.75,90,2114
7.90891,0.0870927,0.238062,2.64E-08,-3.37E-11,-1,-787.5,156.702,90,2115
7.91178,0.0869418,0.238175,3.12E-11,-2.11E-11,-1,-788.287,156.713,90,2116
7.90917,0.0875575,0.238025,2.06E-08,-5.80E-09,-1,-787.5,157.5,90,2117
8.04564,0.0481638,0.252129,2.70E-11,-1.69E-11,-1,-842.862,102.138,90,2118
7.91192,0.0872411,0.238153,1.01E-11,-4.65E-12,-1,-788.286,157.5,90,2119
8.03898,0.0698093,0.248781,1.01E-11,-4.65E-12,-1,-836.755,157.5,90,2120
7.65531,0.129021,0.214951,2.84E-06,-1.22E-07,-1,-708.75,154.521,90,2121
7.66697,0.128016,0.21614,1.14E-07,-6.08E-08,-1,-711.658,154.592,90,2122
7.65703,0.131506,0.214664,1.59E-06,-5.36E-07,-1,-708.75,157.5,90,2123
7.66788,0.129714,0.216005,5.28E-08,-2.32E-08,-1,-711.651,157.5,90,2124
7.3255,0.202357,0.253488,0.000288308,-9.55E-05,-1,-630,157.5,90.0021,2125
7.35099,0.18886,0.248825,6.32E-05,-2.02E-05,-1,-636.772,150.728,90.0017,2126
7.31951,0.193754,0.254525,0.000528696,-3.92E-05,-1,-630,150.307,90.0023,2127
7.31279,0.15131,0.253704,8.56E-05,-4.14E-05,-1,-637.368,118.125,90.003,2128
7.29581,0.115047,0.263313,8.29E-05,-3.06E-05,-1,-637.658,86.4083,90.0043,2129
7.27911,0.157157,0.25983,0.000331758,-4.14E-05,-1,-630,118.125,90.0036,2130
7.26107,0.12165,0.269537,0.000528696,-4.37E-05,-1,-630,86.8715,90.005,2131
7.60188,0.0768574,0.224441,3.01E-05,-1.36E-05,-1,-705.127,82.3731,90,2132
7.43739,0.127911,0.227683,5.40E-05,-2.49E-05,-1,-669.375,118.125,90.0002,2133
7.3586,0.195584,0.249333,3.45E-05,-2.16E-06,-1,-636.732,157.5,90.0017,2134
7.64241,0.131224,0.215619,1.26E-05,1.52E-06,-1,-705.62,154.37,90,2135
7.64609,0.134297,0.215835,1.61E-05,-1.93E-06,-1,-705.64,157.5,90,2136
6.96085,0.315264,0.345787,0.00961527,-0.00314555,-0.999949,-551.25,157.5,90.1555,2137
7.01534,0.272981,0.331665,0.00428962,-0.00125502,-0.99999,-564.98,143.77,90.1139,2138
6.93624,0.28902,0.355855,0.0155056,-0.00215215,-0.999877,-551.25,142.009,90.1889,2139
6.97117,0.230831,0.346327,0.00518697,-0.00215088,-0.999984,-565.842,118.125,90.1646,2140
6.94476,0.186553,0.355695,0.0059465,-0.00138983,-0.999981,-566.295,93.7946,90.2145,2141
6.89068,0.250867,0.370861,0.0109196,-0.00215078,-0.999938,-551.25,118.125,90.2403,2142
6.86393,0.210474,0.380233,0.0155056,-0.00214915,-0.999877,-551.25,95.6131,90.2887,2143
7.08995,0.200072,0.302833,0.0030046,-0.000731771,-0.999995,-590.625,118.125,90.036,2144
7.22054,0.132654,0.278877,0.000990794,-0.000210403,-0.999999,-621.131,87.619,90.0122,2145
7.0703,0.159296,0.31318,0.00405836,-0.000377091,-0.999992,-590.625,90.7499,90.0464,2146
7.03314,0.291923,0.327389,0.00339228,-0.000304488,-0.999994,-564.723,157.5,90.1098,2147
7.23964,0.166942,0.269053,0.000824103,-4.14E-05,-1,-621.455,118.125,90.0106,2148
7.13929,0.236894,0.293297,0.00194894,-0.000357664,-0.999998,-590.625,146.738,90.0258,2149
7.28227,0.201996,0.263139,0.000642102,-0.000221164,-1,-622.123,149.623,90.0089,2150
7.15418,0.251428,0.289652,0.00194894,-0.000328123,-0.999998,-590.625,157.5,90.022,2151
7.29397,0.212412,0.260305,0.000505601,-0.00030449,-1,-622.303,157.5,90.0059,2152
6.62203,0.491683,0.541357,0.0872748,-0.030549,-0.995716,-472.5,157.5,92.7776,2153
6.67504,0.388453,0.498405,0.0600334,-0.018066,-0.998033,-495.136,134.864,91.8257,2154
6.5772,0.430467,0.580732,0.122592,-0.0270199,-0.992089,-472.5,132.68,93.4536,2155
6.6422,0.349478,0.522541,0.0690966,-0.0258376,-0.997275,-495.419,118.125,92.2621,2156
6.61818,0.30328,0.539935,0.0759348,-0.0176461,-0.996957,-495.28,101.53,92.6795,2157
6.54764,0.397088,0.602575,0.0988413,-0.0257727,-0.994769,-472.5,118.125,93.85,2158
6.52726,0.356702,0.617268,0.1226,-0.0243884,-0.992156,-472.5,103.708,94.2044,2159
6.69914,0.319132,0.464853,0.0454238,-0.0113692,-0.998903,-511.875,118.125,91.1219,2160
6.77517,0.249472,0.425115,0.0255638,-0.00533066,-0.999659,-531.995,98.0045,90.7146,2161
6.67737,0.279669,0.47722,0.0569134,-0.00850205,-0.998343,-511.875,100.793,91.2695,2162
6.71992,0.434979,0.4783,0.0509629,-0.00824608,-0.998667,-494.553,157.5,91.6522,2163
6.80137,0.284706,0.41559,0.0223838,-0.00215037,-0.999747,-532.477,118.125,90.6606,2164
6.74182,0.353699,0.447633,0.0332658,-0.00897553,-0.999406,-511.875,136.515,90.9567,2165
6.84688,0.317426,0.399843,0.0184839,-0.00605339,-0.999811,-533.408,139.658,90.5934,2166
6.78548,0.395603,0.427404,0.0332659,-0.00857371,-0.99941,-511.875,157.5,90.7682,2167
6.88669,0.35189,0.381424,0.0155586,-0.00825581,-0.999845,-533.996,157.5,90.424,2168
6.7225,0.684195,0.928307,0.278664,-0.112364,-0.953793,-393.75,157.5,106.965,2169
6.6506,0.596259,0.876159,0.2517,-0.0849543,-0.964069,-409.908,141.342,104.171,2170
6.72755,0.642001,0.96462,0.337591,-0.106593,-0.935238,-393.75,146.245,108.248,2171
6.68809,0.527665,0.984256,0.274441,-0.0993087,-0.956462,-403.711,118.125,108.595,2172
6.74177,0.378304,1.1369,0.289974,-0.0732413,-0.954228,-393.867,78.8673,115.098,2173
6.7365,0.545491,1.04773,0.309852,-0.0981916,-0.945701,-393.75,118.125,111.453,2174
6.74235,0.378302,1.13776,0.338211,-0.0877974,-0.936966,-393.75,78.8175,115.136,2175
6.53663,0.480422,0.802243,0.214717,-0.0597649,-0.974846,-433.125,118.125,100.155,2176
6.51992,0.401804,0.737593,0.172041,-0.0386134,-0.984333,-449.651,101.599,97.9151,2177
6.52736,0.414792,0.833408,0.24854,-0.0521951,-0.967214,-433.125,99.0253,101.186,2178
6.67006,0.642967,0.8316,0.228953,-0.0603044,-0.971568,-411.259,157.5,102.839,2179
6.54325,0.448404,0.721465,0.158066,-0.0255739,-0.987097,-449.513,118.125,97.531,2180
6.56402,0.528395,0.765217,0.176465,-0.0615889,-0.982378,-433.125,135.087,99.0918,2181
6.57716,0.486005,0.694989,0.13834,-0.0470165,-0.989268,-449.795,134.795,97.0318,2182
6.59726,0.597115,0.713529,0.176468,-0.0612494,-0.982399,-433.125,157.5,97.6866,2183
6.60975,0.558938,0.648291,0.123482,-0.0614759,-0.990441,-448.463,157.5,95.7744,2184
6.74346,0.378516,1.13842,0.391443,-0.100045,-0.914747,-393.65,78.8504,115.175,2185
6.74278,0.378212,1.13813,0.394353,-0.103475,-0.913115,-393.712,78.7875,115.155,2186
6.83478,0.552018,1.11281,0.379397,-0.0955533,-0.920286,-384.905,118.125,115.1,2187
6.78017,0.549342,1.07857,0.379397,-0.0955533,-0.920286,-389.908,118.125,113.037,2188
6.94375,0.713884,1.07277,0.331298,-0.165016,-0.928984,-371.231,157.5,114.996,2189
6.80762,0.663233,1.00998,0.3556,-0.131357,-0.925362,-386.591,150.341,110.733,2190
6.89191,0.641041,1.0829,0.360328,-0.126054,-0.924269,-379.056,142.806,114.698,2191
6.80867,0.698556,0.987545,0.331247,-0.165923,-0.928841,-385.28,157.5,109.986,2192
4.32304,-0.523231,-0.63535,-0.278664,-0.112364,-0.953793,393.75,157.5,106.965,2193
4.40514,-0.496282,-0.660461,-0.361507,-0.124728,-0.923989,386.591,150.341,110.733,2194
4.28932,-0.485428,-0.64664,-0.316584,-0.107416,-0.942463,393.75,146.246,108.248,2195
4.27788,-0.392134,-0.686079,-0.379397,-0.0955533,-0.920286,389.908,118.125,113.037,2196
4.1602,-0.261482,-0.702746,-0.390715,-0.0991873,-0.915152,393.713,78.7871,115.155,2197
4.22106,-0.393494,-0.676339,-0.344885,-0.0969381,-0.933626,393.75,118.125,111.453,2198
4.15969,-0.261594,-0.702632,-0.317174,-0.0884782,-0.944231,393.75,78.8167,115.137,2199
4.36477,-0.388689,-0.697855,-0.379397,-0.0955533,-0.920286,384.906,118.125,115.099,2200
4.16136,-0.261649,-0.702852,-0.394353,-0.103475,-0.913115,393.651,78.8491,115.174,2201
4.51972,-0.466202,-0.686018,-0.3556,-0.131357,-0.925362,379.057,142.807,114.698,2202
4.42737,-0.520757,-0.654011,-0.331247,-0.165923,-0.928841,385.28,157.5,109.986,2203
4.63014,-0.511176,-0.683185,-0.331298,-0.165016,-0.928984,371.231,157.5,114.996,2204
4.09308,-0.489113,-0.495607,-0.0872748,-0.030549,-0.995716,472.5,157.5,92.7776,2205
3.96654,-0.436211,-0.549725,-0.140812,-0.0445011,-0.989036,449.795,134.795,97.0317,2206
3.94015,-0.419056,-0.514316,-0.104782,-0.0270754,-0.994127,472.5,132.68,93.4536,2207
