velocity:0,velocity:1,velocity:2,Normals:0,Normals:1,Normals:2,Points:0,Points:1,Points:2,Point ID
7.24828,-0.306896,-0.0220689,-0.00035747,-0.00065001,-1,246.724,561.724,90.0309,3611
7.19357,-0.339831,-0.0294181,-0.000458387,-0.00037316,-1,275.625,560.572,90.013,3612
7.10453,-0.26562,0.00195187,-2.30E-06,-1.83E-05,-1,311.035,630,90,3613
7.24381,-0.266276,-0.00474956,-8.06E-05,-0.000521045,-1,244.223,590.625,90.0043,3614
7.16495,-0.2534,-0.000904835,-4.48E-06,-4.13E-05,-1,275.625,624.985,90.0003,3615
7.2199,-0.224163,0.00632382,-3.84E-05,-7.30E-05,-1,241.955,624.295,90.0006,3616
7.15934,-0.246104,0.000392393,-4.48E-06,-2.85E-05,-1,275.625,630,90.0001,3617
7.21398,-0.215609,0.00786152,-6.66E-06,-1.83E-05,-1,241.672,630,90.0003,3618
6.97432,-0.292775,0.00173468,-3.77E-07,-4.72E-07,-1,393.75,630,90,3619
6.98119,-0.296359,0.000871739,-1.22E-06,-1.55E-06,-1,391.229,627.479,90,3620
6.97611,-0.29642,0.00126589,-1.17E-06,-4.47E-07,-1,393.75,627.537,90,3621
6.99709,-0.345173,-0.00817545,-2.32E-06,-3.41E-06,-1,389.967,590.625,90,3622
6.99077,-0.395979,-0.023764,-1.32E-05,-1.73E-05,-1,388.545,556.455,90.0002,3623
6.98949,-0.34538,-0.00760505,-1.68E-06,-3.41E-06,-1,393.75,590.625,90,3624
6.98029,-0.396431,-0.0230297,-1.17E-06,-6.37E-06,-1,393.75,556.343,90.0002,3625
7.05341,-0.339203,-0.0124195,-1.91E-05,-2.63E-05,-1,354.375,590.625,90.0001,3626
7.10656,-0.3733,-0.0277592,-5.51E-05,-7.71E-05,-1,322.594,558.844,90.0043,3627
7.04871,-0.387959,-0.0294478,-6.41E-05,-3.19E-05,-1,354.375,557.673,90.0012,3628
6.97898,-0.29255,0.00145807,-1.23E-07,-1.14E-06,-1,391.318,630,90,3629
7.11164,-0.323832,-0.00986234,-9.80E-06,-6.71E-05,-1,320.662,590.625,90.0004,3630
7.03693,-0.290092,-0.00232861,-3.68E-07,-2.65E-06,-1,354.375,626.731,90,3631
7.09445,-0.275156,0.000963983,-4.55E-06,-6.58E-06,-1,318.955,626.045,90,3632
7.03423,-0.285128,-0.00157777,-3.68E-07,-1.81E-06,-1,354.375,630,90,3633
7.09141,-0.269092,0.00188532,-6.13E-07,-1.14E-06,-1,318.82,630,90,3634
6.86102,-0.292778,0.00549301,-7.63E-09,-8.42E-09,-1,472.5,630,90,3635
6.86385,-0.294675,0.00513763,-2.71E-08,-3.00E-08,-1,471.319,628.819,90,3636
6.86173,-0.294301,0.00534217,-2.37E-08,-4.80E-09,-1,472.5,628.841,90,3637
6.87553,-0.340474,-0.00149142,-5.23E-08,-5.28E-08,-1,470.463,590.625,90,3638
6.86465,-0.388209,-0.0133995,-4.15E-07,-4.64E-07,-1,469.51,554.24,90,3639
6.87188,-0.339871,-0.00114478,-3.64E-08,-5.28E-08,-1,472.5,590.625,90,3640
6.85928,-0.387391,-0.0129072,-2.37E-08,-1.01E-07,-1,472.5,554.189,90,3641
6.92855,-0.346151,-0.00730312,-9.60E-07,-1.12E-06,-1,433.125,590.625,90,3642
6.97373,-0.396246,-0.0231242,-3.12E-06,-3.66E-06,-1,398.741,556.241,90.0002,3643
6.91812,-0.394704,-0.021295,-3.37E-06,-9.47E-07,-1,433.125,555.226,90,3644
6.86307,-0.293035,0.0053477,-1.89E-09,-2.33E-08,-1,471.347,630,90,3645
6.98476,-0.345136,-0.00764022,-4.10E-07,-3.41E-06,-1,397.371,590.625,90,3646
6.9176,-0.298873,0.000942573,-9.98E-09,-5.52E-08,-1,433.125,628.199,90,3647
6.97294,-0.296186,0.00125526,-1.86E-07,-2.23E-07,-1,396.16,627.59,90,3648
6.91647,-0.296374,0.00125857,-9.98E-09,-3.75E-08,-1,433.125,630,90,3649
6.97151,-0.292838,0.00167855,-1.81E-08,-2.33E-08,-1,396.105,630,90,3650
6.75924,-0.27643,0.0113315,-3.76E-11,-3.87E-11,-1,551.25,630,90,3651
6.75956,-0.276664,0.0112982,-1.42E-10,-1.46E-10,-1,551.102,629.852,90,3652
6.75932,-0.276585,0.0113265,-1.17E-10,-1.07E-11,-1,551.25,629.854,90,3653
6.76932,-0.315155,0.00869299,-2.77E-10,-1.82E-10,-1,550.534,590.625,90,3654
6.75733,-0.357181,-3.03E-05,-3.28E-09,-3.36E-09,-1,549.912,552.588,90,3655
6.76817,-0.314782,0.00882904,-1.88E-10,-1.82E-10,-1,551.25,590.625,90,3656
6.75517,-0.356503,0.000219984,-1.17E-10,-3.53E-10,-1,551.25,552.57,90,3657
6.81857,-0.329381,0.00126798,-1.44E-08,-1.52E-08,-1,511.875,590.625,90,3658
6.85615,-0.386432,-0.0127899,-5.14E-08,-5.41E-08,-1,475.393,554.143,90,3659
6.80612,-0.373486,-0.00929504,-5.27E-08,-7.36E-09,-1,511.875,553.339,90,3660
6.75948,-0.276486,0.0113182,-6.34E-12,-1.16E-10,-1,551.104,630,90,3661
6.86976,-0.339178,-0.00105489,-4.65E-09,-5.28E-08,-1,474.469,590.625,90,3662
6.81071,-0.286736,0.0078118,-7.07E-11,-2.81E-10,-1,511.875,629.362,90,3663
6.86049,-0.293877,0.00539744,-2.07E-09,-2.22E-09,-1,473.641,628.859,90,3664
6.81038,-0.285971,0.00789689,-7.07E-11,-1.90E-10,-1,511.875,630,90,3665
6.85993,-0.292512,0.00554842,-1.35E-10,-1.16E-10,-1,473.624,630,90,3666
6.67062,-0.301254,0.0197759,-1.28E-13,-1.89E-13,-1,630,565.641,90,3667
6.66398,-0.315088,0.0153018,-5.47E-12,-5.39E-12,-1,629.855,551.395,90,3668
6.66378,-0.314987,0.0153603,-1.49E-13,-1.93E-13,-1,630,551.393,90,3669
6.72274,-0.299272,0.0116784,-3.86E-11,-3.86E-11,-1,590.625,590.625,90,3670
6.75406,-0.35592,0.000300177,-1.82E-10,-1.82E-10,-1,552.555,552.555,90,3671
6.7116,-0.337157,0.0059468,-1.82E-10,-1.06E-11,-1,590.625,551.948,90,3672
6.70612,-0.290122,0.0182261,-2.48E-13,-9.60E-14,-1,606.9,590.625,90,3673
6.70953,-0.28817,0.0133567,-1.26E-13,-1.26E-13,-1,599.291,599.291,90,3674
6.76757,-0.314462,0.0088738,-1.06E-11,-1.82E-10,-1,551.948,590.625,90,3675
6.72088,-0.284174,0.0142776,-9.60E-14,-2.48E-13,-1,590.625,606.9,90,3676
6.74432,-0.27143,0.0137586,-1.89E-13,-1.28E-13,-1,565.641,630,90,3677
6.7592,-0.276517,0.0113359,-5.39E-12,-5.47E-12,-1,551.395,629.855,90,3678
6.75914,-0.276373,0.0113558,-1.93E-13,-1.49E-13,-1,551.393,630,90,3679
6.65796,-0.306135,0.0161191,-4.97E-14,-1.42E-13,-1,637.463,558.713,90,3680
6.66364,-0.31495,0.0153264,-6.60E-14,-1.12E-13,-1,630.142,551.392,90,3681
7.68834,0.204748,0.140967,4.73E-14,-1.41E-13,-1,-551.25,630.153,90,3682
7.68579,0.196032,0.141314,4.37E-14,-9.61E-14,-1,-551.25,644.478,90,3683
7.68867,0.204639,0.140943,1.10E-13,-6.42E-14,-1,-551.401,630.151,90,3684
7.69962,0.194763,0.140256,1.42E-13,-5.01E-14,-1,-559.213,637.963,90,3685
7.61067,0.250363,0.141788,2.08E-11,-1.04E-10,-1,-472.5,631.131,90,3686
7.57975,0.19439,0.137181,2.12E-11,-7.07E-11,-1,-472.5,703.22,90,3687
7.61261,0.249777,0.141616,7.99E-11,-4.98E-11,-1,-473.62,631.12,90,3688
7.6424,0.201569,0.133756,4.04E-11,-2.21E-11,-1,-511.875,669.375,90,3689
7.68825,0.204833,0.140936,3.21E-12,-3.30E-12,-1,-551.096,630.154,90,3690
7.64601,0.226934,0.13401,7.07E-11,-6.46E-12,-1,-511.875,630.631,90,3691
7.61048,0.195943,0.135263,2.83E-11,-2.83E-11,-1,-492.561,688.689,90,3692
7.64585,0.196701,0.134748,8.75E-17,-8.55E-14,-1,-516.167,673.667,90,3693
7.50744,0.217051,0.129628,1.81E-09,-3.42E-09,-1,-394.382,708.118,90,3694
7.5054,0.216682,0.129635,6.15E-10,-1.10E-09,-1,-393.75,708.75,90,3695
7.50655,0.217369,0.129725,1.78E-09,-6.11E-09,-1,-393.75,708.11,90,3696
7.55853,0.291057,0.140479,9.35E-09,-7.90E-09,-1,-396.074,632.324,90,3697
7.55521,0.292171,0.140826,2.47E-09,-1.37E-08,-1,-393.75,632.353,90,3698
7.56952,0.236892,0.1299,4.28E-09,-2.03E-09,-1,-433.125,669.375,90,3699
7.61043,0.250821,0.141525,9.52E-10,-1.04E-09,-1,-471.358,631.142,90,3700
7.5783,0.272311,0.134155,9.98E-09,-1.99E-09,-1,-433.125,631.74,90,3701
7.50599,0.216468,0.129672,3.70E-12,-2.12E-11,-1,-394.372,708.75,90,3702
7.57669,0.193998,0.136249,-1.24E-11,-5.47E-11,-1,-469.217,705.467,90,3703
7.56872,0.193335,0.13595,3.70E-12,-2.31E-11,-1,-462.922,708.75,90,3704
7.45654,0.230883,0.121404,5.94E-08,-1.13E-07,-1,-316.444,707.306,90,3705
7.45196,0.229358,0.121309,1.60E-08,-3.45E-08,-1,-315,708.75,90,3706
7.45495,0.231295,0.121603,5.17E-08,-2.31E-07,-1,-315,707.284,90,3707
7.52623,0.318718,0.136831,3.24E-07,-3.22E-07,-1,-318.733,633.733,90,3708
7.52202,0.319651,0.137322,6.77E-08,-5.11E-07,-1,-315,633.787,90,3709
7.5174,0.266289,0.124738,2.21E-07,-1.34E-07,-1,-354.375,669.375,90,3710
7.55534,0.292783,0.1402,6.18E-08,-7.59E-08,-1,-391.371,632.379,90,3711
7.53521,0.306549,0.131898,3.68E-07,-1.39E-07,-1,-354.375,633.086,90,3712
7.45289,0.229185,0.121424,2.86E-10,-2.21E-09,-1,-316.413,708.75,90,3713
7.50659,0.21755,0.129556,1.07E-09,-6.42E-09,-1,-393.103,708.103,90,3714
7.42235,0.226543,0.111405,7.66E-07,-1.49E-06,-1,-238.538,706.462,90,3715
7.41489,0.223078,0.111103,1.51E-07,-4.05E-07,-1,-236.25,708.75,90,3716
7.42039,0.226504,0.111651,5.11E-07,-2.98E-06,-1,-236.25,706.424,90,3717
7.51301,0.32165,0.129138,3.65E-06,-4.60E-06,-1,-241.489,635.239,90.0003,3718
7.50832,0.321335,0.129659,6.22E-07,-6.50E-06,-1,-236.25,635.321,90.0003,3719
7.48597,0.276273,0.117451,2.69E-06,-2.24E-06,-1,-275.625,669.375,90,3720
7.52321,0.319435,0.136149,1.14E-06,-1.71E-06,-1,-311.17,633.83,90,3721
7.5132,0.320534,0.126087,4.48E-06,-2.93E-06,-1,-275.625,634.601,90.0001,3722
7.41586,0.223438,0.111335,6.27E-09,-6.45E-08,-1,-238.471,708.75,90,3723
7.45544,0.231254,0.121156,1.01E-08,-2.30E-07,-1,-313.516,707.266,90,3724
7.39643,0.198649,0.0983511,4.01E-06,-8.41E-06,-1,-160.559,705.691,90,3725
7.38571,0.192771,0.0977499,5.45E-07,-2.06E-06,-1,-157.5,708.75,90,3726
7.39422,0.197308,0.0984985,1.93E-06,-1.61E-05,-1,-157.5,705.64,90,3727
7.50997,0.290721,0.115885,1.59E-05,-2.79E-05,-1,-164.138,636.638,90.0017,3728
7.50483,0.287538,0.116152,2.16E-06,-3.45E-05,-1,-157.5,636.737,90.0017,3729
7.46785,0.260684,0.106783,1.28E-05,-1.58E-05,-1,-196.875,669.375,90.0001,3730
7.51059,0.318921,0.127739,7.26E-06,-1.49E-05,-1,-230.876,635.374,90.0003,3731
7.50692,0.302936,0.115079,2.12E-05,-2.35E-05,-1,-196.875,636.118,90.0008,3732
7.38672,0.194275,0.0981728,4.63E-08,-6.63E-07,-1,-160.442,708.75,90,3733
7.42145,0.225513,0.110823,-1.56E-07,-2.86E-06,-1,-233.898,706.398,90,3734
7.36872,0.14601,0.0822678,9.72E-06,-2.31E-05,-1,-82.3718,705.128,90,3735
7.35465,0.138353,0.0814537,7.15E-07,-5.07E-06,-1,-78.75,708.75,90,3736
7.36593,0.142824,0.082186,2.67E-06,-4.17E-05,-1,-78.75,705.08,90,3737
7.50333,0.222314,0.0964237,2.87E-05,-8.25E-05,-1,-86.4116,637.662,90.0043,3738
7.49706,0.215367,0.0962104,2.71E-06,-8.87E-05,-1,-78.75,637.752,90.0043,3739
7.45251,0.213479,0.0916835,2.49E-05,-5.40E-05,-1,-118.125,669.375,90.0002,3740
7.50723,0.28159,0.113404,1.70E-05,-5.94E-05,-1,-150.722,636.778,90.0017,3741
7.50364,0.247844,0.0978837,4.14E-05,-8.56E-05,-1,-118.125,637.374,90.003,3742
7.35603,0.141286,0.0820687,1.22E-07,-2.84E-06,-1,-82.2025,708.75,90,3743
7.39539,0.194614,0.0972396,-2.07E-06,-1.49E-05,-1,-154.369,705.619,90,3744
7.32783,0.0731503,0.064064,1.18E-05,-3.35E-05,-1,-3.84681,704.903,90.0001,3745
7.31128,0.0654963,0.0632922,-2.99E-12,-6.50E-06,-1,0,708.75,90,3746
7.32403,0.0684521,0.0637534,1.02E-07,-5.67E-05,-1,0,704.875,90.0001,3747
7.47764,0.122044,0.0722366,1.76E-05,-0.0001302,-1,-8.06915,638.069,90.0058,3748
7.46943,0.112117,0.0715723,-9.63E-08,-0.000120331,-1,0,638.121,90.0058,3749
7.42586,0.136706,0.0725527,1.46E-05,-9.74E-05,-1,-39.375,669.375,90.0005,3750
7.49767,0.205855,0.0928706,9.08E-06,-0.000122165,-1,-70.9968,637.753,90.0044,3751
7.48762,0.157933,0.0752666,2.43E-05,-0.000158584,-1,-39.375,638.089,90.0054,3752
7.31348,0.0694703,0.0640135,8.29E-08,-5.69E-06,-1,-3.64601,708.75,90,3753
7.36622,0.138322,0.080605,-8.01E-06,-3.76E-05,-1,-75.0792,705.079,90.0001,3754
7.26634,-0.00964868,0.0461037,7.22E-06,-2.63E-05,-1,75.0811,705.081,90.0001,3755
7.2494,-0.0152689,0.0456886,-7.15E-07,-4.42E-06,-1,78.75,708.75,90,3756
7.26154,-0.0145664,0.0457559,-2.71E-06,-4.17E-05,-1,78.75,705.082,90,3757
7.42182,0.00493194,0.0468398,-8.16E-06,-0.000113825,-1,71.0014,637.749,90.0044,3758
7.41169,-0.005454,0.0461051,-2.66E-06,-8.87E-05,-1,78.75,637.748,90.0043,3759
7.3767,0.0403587,0.051401,-1.46E-05,-9.74E-05,-1,39.375,669.375,90.0005,3760
7.46676,0.100819,0.0681881,-2.04E-05,-0.000137482,-1,8.06824,638.068,90.0058,3761
7.4453,0.0458894,0.0503275,-2.43E-05,-0.000158584,-1,39.375,638.086,90.0054,3762
7.25248,-0.0112344,0.0463387,-8.29E-08,-5.65E-06,-1,75.2749,708.75,90,3763
7.32265,0.063031,0.0621338,-1.38E-05,-4.98E-05,-1,3.84632,704.904,90.0001,3764
7.1832,-0.0890787,0.0308951,2.10E-06,-1.08E-05,-1,154.373,705.623,90,3765
7.16846,-0.0917629,0.0309226,-5.45E-07,-1.57E-06,-1,157.5,708.75,90,3766
7.17817,-0.0928617,0.0307097,-2.16E-06,-1.61E-05,-1,157.5,705.644,90,3767
7.33393,-0.108834,0.0248328,-1.50E-05,-5.45E-05,-1,150.731,636.769,90.0017,3768
7.32323,-0.117053,0.0244237,-1.93E-06,-3.45E-05,-1,157.5,636.729,90.0017,3769
7.30055,-0.0591972,0.0316157,-2.49E-05,-5.40E-05,-1,118.125,669.375,90.0002,3770
7.40591,-0.0157362,0.0432896,-3.31E-05,-8.57E-05,-1,86.4055,637.655,90.0043,3771
7.37125,-0.0693335,0.0274229,-4.14E-05,-8.56E-05,-1,118.125,637.366,90.003,3772
7.1719,-0.0886497,0.0313679,-1.22E-07,-2.78E-06,-1,154.524,708.75,90,3773
7.2586,-0.0194399,0.0444244,-1.17E-05,-3.57E-05,-1,82.3691,705.131,90,3774
7.08428,-0.153527,0.0205052,2.37E-07,-2.15E-06,-1,233.903,706.403,90,3775
7.07356,-0.153857,0.0208166,-1.24E-07,-2.23E-07,-1,236.25,708.75,90,3776
7.08009,-0.155623,0.0205249,-6.22E-07,-2.98E-06,-1,236.25,706.428,90,3777
7.22171,-0.20104,0.00965753,-6.34E-06,-1.34E-05,-1,230.888,635.362,90.0003,3778
7.21233,-0.205905,0.00968587,-5.11E-07,-6.50E-06,-1,236.25,635.31,90.0003,3779
7.20163,-0.145903,0.0162831,-1.28E-05,-1.58E-05,-1,196.875,669.375,90.0001,3780
7.3161,-0.124259,0.0225033,-1.83E-05,-2.84E-05,-1,164.128,636.628,90.0017,3781
7.26976,-0.169047,0.0104739,-2.12E-05,-2.35E-05,-1,196.875,636.106,90.0008,3782
7.07656,-0.152083,0.021026,-4.63E-08,-6.40E-07,-1,233.998,708.75,90,3783
7.17468,-0.0961481,0.0298336,-4.89E-06,-1.35E-05,-1,160.555,705.695,90,3784
6.97832,-0.197286,0.0148608,3.45E-09,-1.80E-07,-1,313.521,707.271,90,3785
6.97205,-0.196624,0.0151644,-1.54E-08,-2.06E-08,-1,315,708.75,90,3786
6.97564,-0.198046,0.0149639,-6.77E-08,-2.31E-07,-1,315,707.288,90,3787
7.09817,-0.261482,0.00250565,-9.92E-07,-1.52E-06,-1,311.183,633.817,90,3788
7.09138,-0.26352,0.00275721,-5.17E-08,-5.11E-07,-1,315,633.775,90,3789
7.08961,-0.208883,0.00739606,-2.69E-06,-2.24E-06,-1,275.625,669.375,90,3790
7.20588,-0.209657,0.00865377,-4.22E-06,-4.59E-06,-1,241.477,635.227,90.0003,3791
7.15196,-0.241033,0.00105014,-4.48E-06,-2.93E-06,-1,275.625,634.588,90.0001,3792
6.97404,-0.195946,0.0152242,-6.27E-09,-6.14E-08,-1,313.567,708.75,90,3793
7.07713,-0.157208,0.0200856,-9.36E-07,-2.48E-06,-1,238.533,706.467,90,3794
6.87337,-0.219469,0.013892,-4.59E-10,-5.27E-09,-1,393.106,708.106,90,3795
6.87089,-0.218915,0.0140514,-7.08E-10,-7.42E-10,-1,393.75,708.75,90,3796
6.87225,-0.219569,0.0139668,-2.47E-09,-6.11E-09,-1,393.75,708.113,90,3797
6.97584,-0.289873,0.00172603,-5.35E-08,-6.65E-08,-1,391.384,632.366,90,3798
6.97181,-0.290291,0.00199269,-1.78E-09,-1.37E-08,-1,393.75,632.341,90,3799
6.97528,-0.2455,0.00420971,-2.21E-07,-1.34E-07,-1,354.375,669.375,90,3800
7.08678,-0.264817,0.00230785,-3.75E-07,-3.15E-07,-1,318.72,633.72,90,3801
7.03028,-0.281635,-0.00123684,-3.68E-07,-1.39E-07,-1,354.375,633.072,90,3802
6.87174,-0.218812,0.0140468,-2.86E-10,-2.07E-09,-1,393.121,708.75,90,3803
6.97379,-0.198509,0.0147973,-7.22E-08,-1.91E-07,-1,316.44,707.31,90,3804
6.86008,-0.291721,0.00558728,-2.08E-11,-1.04E-10,-1,472.5,631.121,90,3805
6.78135,-0.229297,0.0146195,-2.12E-11,-7.07E-11,-1,472.5,703.097,90,3806
6.86186,-0.291826,0.005451,-9.52E-10,-1.04E-09,-1,471.369,631.131,90,3807
6.86599,-0.25788,0.00619,-4.28E-09,-2.03E-09,-1,433.125,669.375,90,3808
6.96916,-0.290367,0.00188542,-1.08E-08,-7.57E-09,-1,396.062,632.312,90,3809
6.91467,-0.294531,0.00141276,-9.98E-09,-1.99E-09,-1,433.125,631.727,90,3810
6.78295,-0.227265,0.014544,1.24E-11,-5.47E-11,-1,469.113,705.363,90,3811
6.87151,-0.219575,0.0139401,-1.87E-09,-5.05E-09,-1,394.379,708.121,90,3812
6.78705,-0.223713,0.0151739,-3.70E-12,-2.14E-11,-1,462.767,708.75,90,3813
6.75914,-0.276315,0.0113404,-5.03E-14,-1.47E-13,-1,551.25,630.143,90,3814
6.74638,-0.26554,0.0126847,-4.42E-14,-9.58E-14,-1,551.25,643.767,90,3815
6.75936,-0.276358,0.0113255,-3.20E-12,-3.28E-12,-1,551.106,630.144,90,3816
6.76737,-0.252884,0.0110951,-4.04E-11,-2.21E-11,-1,511.875,669.375,90,3817
6.85901,-0.291536,0.00560289,-7.99E-11,-4.98E-11,-1,473.61,631.11,90,3818
6.80986,-0.285423,0.00792784,-7.07E-11,-6.45E-12,-1,511.875,630.621,90,3819
6.75989,-0.249349,0.0118238,-1.88E-15,-8.29E-14,-1,515.461,672.961,90,3820
6.77076,-0.240436,0.0129452,-3.53E-11,-3.54E-11,-1,494.67,686.58,90,3821
6.74425,-0.267829,0.0130188,-1.42E-13,-4.97E-14,-1,558.713,637.463,90,3822
6.75904,-0.276256,0.0113599,-1.12E-13,-6.60E-14,-1,551.392,630.142,90,3823
7.52544,0.192741,0.119675,1.60E-12,-3.71E-12,-1,-393.75,753.404,90,3824
7.47498,0.179456,0.102206,1.64E-10,-2.89E-10,-1,-315,785.979,90,3825
7.47672,0.180113,0.103025,1.43E-10,-1.47E-10,-1,-318.383,784.117,90,3826
7.42277,0.169958,0.0917212,3.14E-09,-6.56E-09,-1,-236.25,787.077,90,3827
7.42295,0.170024,0.0917641,3.58E-09,-3.87E-09,-1,-236.669,787.081,90,3828
7.42278,0.169666,0.0916241,7.89E-10,-2.50E-09,-1,-236.25,787.5,90,3829
7.42306,0.169742,0.0916631,7.85E-13,-1.45E-10,-1,-236.663,787.5,90,3830
7.47209,0.177916,0.101181,7.79E-13,-1.45E-10,-1,-309.999,787.5,90,3831
7.3758,0.144803,0.0810731,2.32E-08,-5.28E-08,-1,-157.5,786.687,90,3832
7.37608,0.145212,0.0811879,2.32E-08,-2.97E-08,-1,-158.307,786.693,90,3833
7.37563,0.144312,0.0809218,5.81E-09,-2.07E-08,-1,-157.5,787.5,90,3834
7.3761,0.144648,0.0810005,9.31E-12,-3.29E-09,-1,-158.293,787.5,90,3835
7.32831,0.10396,0.0699905,6.08E-08,-1.74E-07,-1,-78.75,786.418,90,3836
7.32874,0.104872,0.0701813,6.08E-08,-1.14E-07,-1,-79.8258,786.424,90,3837
7.32785,0.103535,0.0698715,1.52E-08,-7.21E-08,-1,-78.75,787.5,90,3838
7.3285,0.104211,0.0699779,3.37E-11,-2.64E-08,-1,-79.8026,787.5,90,3839
7.27415,0.0504975,0.0589618,4.14E-08,-2.57E-07,-1,0,786.323,90,3840
7.27486,0.0517775,0.0591941,4.15E-08,-2.16E-07,-1,-1.17475,786.325,90,3841
7.27349,0.0503773,0.0589477,1.04E-08,-1.18E-07,-1,0,787.5,90,3842
7.27433,0.0512966,0.0590609,2.69E-11,-8.73E-08,-1,-1.14635,787.5,90,3843
7.20938,-0.00856311,0.0488725,-4.15E-08,-1.74E-07,-1,78.75,786.42,90,3844
7.21034,-0.00730681,0.0490749,-4.15E-08,-2.16E-07,-1,77.6677,786.418,90,3845
7.20877,-0.00833656,0.0489651,-1.04E-08,-9.76E-08,-1,78.75,787.5,90,3846
7.20971,-0.00743756,0.0490585,-2.69E-11,-1.29E-07,-1,77.695,787.5,90,3847
7.13357,-0.0653064,0.0405873,-6.08E-08,-5.28E-08,-1,157.5,786.689,90,3848
7.13452,-0.064455,0.0407087,-6.08E-08,-1.14E-07,-1,156.685,786.685,90,3849
7.13321,-0.0649206,0.04072,-1.52E-08,-4.16E-08,-1,157.5,787.5,90,3850
7.13404,-0.0642982,0.0407766,-3.37E-11,-8.72E-08,-1,156.705,787.5,90,3851
7.04915,-0.112721,0.0345522,-2.31E-08,-6.56E-09,-1,236.25,787.08,90,3852
7.04972,-0.112389,0.0345909,-2.32E-08,-2.97E-08,-1,235.827,787.077,90,3853
7.04904,-0.112447,0.0346386,-7.72E-09,-1.10E-08,-1,236.25,787.5,90,3854
7.04952,-0.112194,0.0346594,-9.31E-12,-2.64E-08,-1,235.836,787.5,90,3855
6.96031,-0.148039,0.0303789,-3.14E-09,-2.89E-10,-1,315,785.809,90,3856
6.96161,-0.147065,0.0305779,-3.14E-09,-3.43E-09,-1,313.919,786.419,90,3857
6.96633,-0.144538,0.0309898,-7.80E-13,-3.28E-09,-1,309.443,787.5,90,3858
6.87076,-0.189624,0.0224206,-1.43E-10,-3.71E-12,-1,393.75,753.215,90,3859
6.89624,-0.174466,0.0254197,-1.43E-10,-1.47E-10,-1,373.865,767.615,90,3860
6.83523,-0.20053,0.0197897,-1.85E-12,-1.86E-12,-1,426.019,741.019,90,3861
7.41817,0.148009,0.0904488,3.36E-13,-7.98E-13,-1,-236.25,817.204,90,3862
7.3625,0.112413,0.0793307,4.66E-12,-1.01E-11,-1,-157.5,836.747,90,3863
7.39109,0.134123,0.0854707,4.66E-12,-5.45E-12,-1,-199.62,824.13,90,3864
7.3067,0.0743645,0.0688776,1.69E-11,-4.38E-11,-1,-78.75,847.178,90,3865
7.32248,0.0886218,0.0722512,1.69E-11,-2.70E-11,-1,-102.205,842.795,90,3866
7.24792,0.0340544,0.0588961,1.35E-11,-7.07E-11,-1,0,850.432,90,3867
7.26002,0.0457185,0.0612511,1.35E-11,-5.73E-11,-1,-16.905,849.345,90,3868
7.18478,-0.00809927,0.0498352,-1.35E-11,-4.38E-11,-1,78.75,847.124,90,3869
7.199,0.00523818,0.0521346,-1.35E-11,-5.73E-11,-1,60.8297,848.33,90,3870
7.11598,-0.0523016,0.0418521,-1.69E-11,-1.01E-11,-1,157.5,836.632,90,3871
7.13775,-0.0333738,0.0445518,-1.69E-11,-2.70E-11,-1,132.934,841.684,90,3872
7.04118,-0.0990059,0.0354108,-4.66E-12,-7.98E-13,-1,236.25,817.016,90,3873
7.07681,-0.0711776,0.0385742,-4.66E-12,-5.45E-12,-1,199.718,829.718,90,3874
7.01776,-0.109048,0.0340194,-3.90E-13,-4.08E-13,-1,260.329,811.579,90,3875
8.12075,7.08E-05,0.297252,0,0,-1,-1181.25,-1257.45,90,3876
8.00158,7.08E-05,0.00662284,0,0,-1,-1257.45,-1257.45,90,3877
8.09635,0.0080997,0.250608,0,0,-1,-1181.25,-1181.25,90,3878
8.12141,0,0.298441,0,0,-1,-1181.25,-1260,90,3879
8.00225,0,0.00781236,0,0,-1,-1257.45,-1260,90,3880
7.99951,0,0,0,0,-1,-1260,-1260,90,3881
8.00158,7.08E-05,0.00662284,0,0,-1,-1257.45,-1181.25,90,3882
7.99951,0,0,0,0,-1,-1260,-1257.45,90,3883
7.99951,0,0,0,0,-1,-1260,-1181.25,90,3884
8.30827,0.000506352,0.341111,0,0,-1,-1102.5,-1257.45,90,3885
8.12626,0.000506352,0.299479,0,0,-1,-1178.7,-1257.45,90,3886
8.34973,0.0219554,0.314346,0,0,-1,-1102.5,-1181.25,90,3887
8.30857,0,0.3419,0,0,-1,-1102.5,-1260,90,3888
8.12657,0,0.300268,0,0,-1,-1178.7,-1260,90,3889
8.10185,0.00853433,0.252829,0,0,-1,-1178.71,-1181.25,90,3890
8.29931,3.79E-05,0.307335,0,0,-1,-1023.75,-1257.45,90,3891
8.31195,3.79E-05,0.341694,0,0,-1,-1099.95,-1257.45,90,3892
8.44843,0.00803629,0.314366,0,0,-1,-1023.75,-1181.25,90,3893
8.29886,0,0.307711,0,0,-1,-1023.75,-1260,90,3894
8.3115,0,0.34207,0,0,-1,-1099.95,-1260,90,3895
8.3534,0.0214893,0.314926,0,0,-1,-1099.96,-1181.25,90,3896
8.19617,0.000224614,0.262621,0,0,-1,-945,-1257.45,90,3897
8.30305,0.000224614,0.307053,0,0,-1,-1021.2,-1257.45,90,3898
8.40149,0.00988531,0.275861,0,0,-1,-945,-1181.25,90,3899
8.19295,0,0.2626,0,0,-1,-945,-1260,90,3900
8.29982,0,0.307031,0,0,-1,-1021.2,-1260,90,3901
